Tensors_:0,Tensors_:1,Tensors_:2,Tensors_:3,Tensors_:4,Tensors_:5,Tensors_:6,Tensors_:7,Tensors_:8,Points:0,Points:1,Points:2
0.77931005,0.20817366,-0.07474754,0.20817366,0.4005784,-0.14473154,-0.07474754,-0.14473154,0.3201115,10,28,9
0.7843039,0.12033381,-0.18461594,0.12033381,0.4010429,-0.13765685,-0.18461594,-0.13765685,0.3146532,11,28,9
0.7399157,0.0582937,-0.27670255,0.0582937,0.4064348,-0.07855755,-0.27670255,-0.07855755,0.35364947,12,28,9
0.683075,0.017386008,-0.32320938,0.017386008,0.4005015,-0.005719777,-0.32320938,-0.005719777,0.41642353,13,28,9
0.6288687,-0.018168911,-0.33419713,-0.018168911,0.39802778,0.06416944,-0.33419713,0.06416944,0.4731035,14,28,9
0.4829085,-0.08005623,-0.25107905,-0.08005623,0.48079303,0.2334831,-0.25107905,0.2334831,0.53629845,17,28,9
0.45249522,-0.06831699,-0.18218704,-0.06831699,0.5259838,0.23654783,-0.18218704,0.23654783,0.521521,18,28,9
0.4497419,-0.039549585,-0.09958245,-0.039549585,0.54988873,0.17781085,-0.09958245,0.17781085,0.50036937,19,28,9
0.4656685,-0.014745646,-0.041373566,-0.014745646,0.5452794,0.10110533,-0.041373566,0.10110533,0.48905212,20,28,9
0.48171902,-0.0027047645,-0.014284632,-0.0027047645,0.5298872,0.047547244,-0.014284632,0.047547244,0.48839378,21,28,9
0.4917011,0.0009980802,-0.0043993252,0.0009980802,0.5163681,0.019394182,-0.0043993252,0.019394182,0.4919308,22,28,9
0.4968296,0.001278037,-0.0012492567,0.001278037,0.5074221,0.0065760175,-0.0012492567,0.0065760175,0.49574828,23,28,9
0.49908704,0.0006551781,-0.00032694172,0.0006551781,0.5024989,0.0016069746,-0.00032694172,0.0016069746,0.49841404,24,28,9
0.4998379,0.00017364051,-6.945077e-05,0.00017364051,0.500509,0.00021910842,-6.945077e-05,0.00021910842,0.49965304,25,28,9
0.49998683,1.9391342e-05,-8.214993e-06,1.9391342e-05,0.5000464,1.0744006e-05,-8.214993e-06,1.0744006e-05,0.49996683,26,28,9
0.49999967,6.3021827e-07,-3.2065378e-07,6.3021827e-07,0.50000125,4.1677694e-08,-3.2065378e-07,4.1677694e-08,0.49999908,27,28,9
0.4999552,0.00020125955,0.00017926881,0.00020125955,0.49995267,0.00012035949,0.00017926881,0.00012035949,0.5000921,5,29,9
0.6793108,0.29738018,0.13112007,0.29738018,0.42201784,0.0034402322,0.13112007,0.0034402322,0.3986714,8,29,9
0.75306165,0.2708557,0.07322294,0.2708557,0.3880701,-0.055065334,0.07322294,-0.055065334,0.3588682,9,29,9
0.81292874,0.21365336,0.0013311714,0.21365336,0.3581836,-0.103405066,0.0013311714,-0.103405066,0.32888764,10,29,9
0.8444448,0.13261884,-0.08543027,0.13261884,0.34874737,-0.1252697,-0.08543027,-0.1252697,0.30680782,11,29,9
0.83487684,0.049911115,-0.17697285,0.049911115,0.3627607,-0.10569127,-0.17697285,-0.10569127,0.3023625,12,29,9
0.79184896,-0.014422701,-0.24958302,-0.014422701,0.38478288,-0.05172529,-0.24958302,-0.05172529,0.3233682,13,29,9
0.7351092,-0.061339553,-0.28983083,-0.061339553,0.40617985,0.014661596,-0.28983083,0.014661596,0.35871094,14,29,9
0.67559457,-0.0972997,-0.3011859,-0.0972997,0.43218964,0.07934249,-0.3011859,0.07934249,0.39221576,15,29,9
0.61680186,-0.12368703,-0.29155785,-0.12368703,0.46827272,0.13692814,-0.29155785,0.13692814,0.41492543,16,29,9
0.46783406,-0.12532365,-0.18530655,-0.12532365,0.6213219,0.22570023,-0.18530655,0.22570023,0.41084403,19,29,9
0.44549027,-0.089588344,-0.12550046,-0.089588344,0.64715415,0.19217226,-0.12550046,0.19217226,0.40735558,20,29,9
0.4481337,-0.047196385,-0.06852577,-0.047196385,0.6309871,0.12677273,-0.06852577,0.12677273,0.4208792,21,29,9
0.46643353,-0.016187007,-0.029406097,-0.016187007,0.5853054,0.061568312,-0.029406097,0.061568312,0.44826105,22,29,9
0.48526713,-0.002334643,-0.009591049,-0.002334643,0.5386384,0.020137047,-0.009591049,0.020137047,0.47609442,23,29,9
0.49605465,0.0004854747,-0.0021870488,0.0004854747,0.5107329,0.0036908616,-0.0021870488,0.0036908616,0.49321246,24,29,9
0.49947706,0.00020308071,-0.00028985838,0.00020308071,0.5014661,0.0002586926,-0.00028985838,0.0002586926,0.49905685,25,29,9
0.49997506,1.6182825e-05,-1.6062266e-05,1.6182825e-05,0.500071,5.8398376e-07,-1.6062266e-05,5.8398376e-07,0.49995393,26,29,9
0.49999973,2.5407928e-07,-2.3229498e-07,2.5407928e-07,0.5000008,-1.3639529e-07,-2.3229498e-07,-1.3639529e-07,0.4999995,27,29,9
0.49999997,6.549903e-08,7.292064e-08,6.549903e-08,0.49999997,3.9847222e-08,7.292064e-08,3.9847222e-08,0.50000006,5,30,9
0.6631329,0.23597074,0.16570726,0.23597074,0.3878721,0.024424875,0.16570726,0.024424875,0.448995,8,30,9
0.7592355,0.24387196,0.13717033,0.24387196,0.34951672,-0.021979807,0.13717033,-0.021979807,0.39124778,9,30,9
0.8251929,0.19995087,0.07752509,0.19995087,0.32363886,-0.06712428,0.07752509,-0.06712428,0.35116822,10,30,9
0.86985534,0.13253407,0.007356012,0.13253407,0.3096609,-0.09877547,0.007356012,-0.09877547,0.32048377,11,30,9
0.88479906,0.051881205,-0.068977684,0.051881205,0.31640238,-0.10686544,-0.068977684,-0.10686544,0.2987986,12,30,9
0.867006,-0.02627195,-0.14176366,-0.02627195,0.34341046,-0.086420156,-0.14176366,-0.086420156,0.2895835,13,30,9
0.8237229,-0.09089245,-0.19824947,-0.09089245,0.38216576,-0.043588165,-0.19824947,-0.043588165,0.29411137,14,30,9
0.76640266,-0.13942046,-0.23166768,-0.13942046,0.42670292,0.008700413,-0.23166768,0.008700413,0.30689442,15,30,9
0.70353794,-0.17381456,-0.24293089,-0.17381456,0.47656703,0.05970867,-0.24293089,0.05970867,0.31989506,16,30,9
0.64003843,-0.19514923,-0.23677598,-0.19514923,0.5325068,0.10301171,-0.23677598,0.10301171,0.32745475,17,30,9
0.47616908,-0.16824508,-0.15063538,-0.16824508,0.70116305,0.14329767,-0.15063538,0.14329767,0.3226679,20,30,9
0.45139316,-0.11506475,-0.09953424,-0.11506475,0.7010734,0.10510494,-0.09953424,0.10510494,0.3475334,21,30,9
0.45710152,-0.05431451,-0.049026456,-0.05431451,0.6404479,0.05124567,-0.049026456,0.05124567,0.40245056,22,30,9
0.47965273,-0.01455847,-0.015866471,-0.01455847,0.5596046,0.013209186,-0.015866471,0.013209186,0.46074268,23,30,9
0.49538374,-0.0015965792,-0.0028626313,-0.0015965792,0.5126527,0.0010472407,-0.0028626313,0.0010472407,0.49196357,24,30,9
0.49960694,-2.2309241e-05,-0.00022613016,-2.2309241e-05,0.5010226,-6.0820035e-05,-0.00022613016,-6.0820035e-05,0.4993705,25,30,9
0.49999112,1.6925594e-06,-5.482745e-06,1.6925594e-06,0.5000219,-4.6800405e-06,-5.482745e-06,-4.6800405e-06,0.499987,26,30,9
0.49999997,1.42600705e-08,-2.552235e-08,1.42600705e-08,0.50000006,-3.1095468e-08,-2.552235e-08,-3.1095468e-08,0.49999997,27,30,9
0.688617,0.16174503,0.15383127,0.16174503,0.35561383,-0.001830841,0.15383127,-0.001830841,0.4557692,9,31,9
0.80783767,0.17058794,0.1489145,0.17058794,0.29784855,-0.041407187,0.1489145,-0.041407187,0.3943138,10,31,9
0.8652379,0.1180248,0.09486658,0.1180248,0.28200296,-0.07522914,0.09486658,-0.07522914,0.35275918,11,31,9
0.89514726,0.047707632,0.032918096,0.047707632,0.28343067,-0.095754996,0.032918096,-0.095754996,0.32142207,12,31,9
0.8975554,-0.028750721,-0.029630773,-0.028750721,0.30409232,-0.09873624,-0.029630773,-0.09873624,0.29835227,13,31,9
0.8734901,-0.10095287,-0.085603714,-0.10095287,0.34264234,-0.083638504,-0.085603714,-0.083638504,0.2838676,14,31,9
0.8286879,-0.16127086,-0.12840337,-0.16127086,0.394138,-0.055284195,-0.12840337,-0.055284195,0.2771741,15,31,9
0.77076876,-0.20658785,-0.1546527,-0.20658785,0.45376205,-0.021521164,-0.1546527,-0.021521164,0.27546915,16,31,9
0.70636904,-0.23649666,-0.16481152,-0.23649666,0.51843077,0.010185351,-0.16481152,0.010185351,0.2752002,17,31,9
0.6403669,-0.2509792,-0.16159414,-0.2509792,0.5854797,0.034303304,-0.16159414,0.034303304,0.27415338,18,31,9
0.47730997,-0.14807354,-0.07778088,-0.14807354,0.68666697,0.024292562,-0.07778088,0.024292562,0.33602306,21,31,9
0.47295028,-0.06495215,-0.0342026,-0.06495215,0.6125542,0.0037540705,-0.0342026,0.0037540705,0.4144955,22,31,9
0.48904213,-0.014337123,-0.008345142,-0.014337123,0.5346178,-0.002423104,-0.008345142,-0.002423104,0.4763401,23,31,9
0.49843776,-0.0011775302,-0.0008993439,-0.0011775302,0.5041939,-0.000769768,-0.0008993439,-0.000769768,0.49736837,24,31,9
0.49993873,-2.3813438e-05,-3.2065895e-05,-2.3813438e-05,0.5001456,-4.553182e-05,-3.2065895e-05,-4.553182e-05,0.4999157,25,31,9
0.49999952,-5.1645088e-08,-2.584719e-07,-5.1645088e-08,0.500001,-4.5984234e-07,-2.584719e-07,-4.5984234e-07,0.4999995,26,31,9
0.6257107,0.06405816,0.09859234,0.06405816,0.39495793,-0.014005775,0.09859234,-0.014005775,0.4793313,10,32,9
0.78468853,0.081194505,0.14838347,0.081194505,0.2957318,-0.053116992,0.14838347,-0.053116992,0.41957965,11,32,9
0.8618195,0.034511533,0.121603355,0.034511533,0.26825288,-0.08484585,0.121603355,-0.08484585,0.36992761,12,32,9
0.8850965,-0.03240038,0.07339566,-0.03240038,0.2789918,-0.1016291,0.07339566,-0.1016291,0.33591172,13,32,9
0.8784694,-0.1016982,0.025017926,-0.1016982,0.31030482,-0.105630815,0.025017926,-0.105630815,0.31122577,14,32,9
0.8489806,-0.16485162,-0.01690736,-0.16485162,0.35744888,-0.098999076,-0.01690736,-0.098999076,0.29357052,15,32,9
0.8020314,-0.21612284,-0.048672296,-0.21612284,0.41614327,-0.08553194,-0.048672296,-0.08553194,0.28182533,16,32,9
0.7427519,-0.251965,-0.068464816,-0.251965,0.48195648,-0.07015022,-0.068464816,-0.07015022,0.2752916,17,32,9
0.6751708,-0.26776123,-0.075988404,-0.26776123,0.5494218,-0.057089902,-0.075988404,-0.057089902,0.2754074,18,32,9
0.6029757,-0.252878,-0.07066314,-0.252878,0.6067213,-0.0480825,-0.07066314,-0.0480825,0.29030293,19,32,9
0.49753484,-0.09958821,-0.025947902,-0.09958821,0.59343976,-0.027977932,-0.025947902,-0.027977932,0.4090254,21,32,9
0.49296618,-0.027580133,-0.0073094033,-0.027580133,0.5348446,-0.011664843,-0.0073094033,-0.011664843,0.47218925,22,32,9
0.49832463,-0.003117807,-0.0009348006,-0.003117807,0.5052589,-0.002116303,-0.0009348006,-0.002116303,0.49641648,23,32,9
0.49990168,-0.00010501598,-4.232849e-05,-0.00010501598,0.5002411,-0.000120090874,-4.232849e-05,-0.000120090874,0.49985722,24,32,9
0.49999884,-7.1966593e-07,-4.915643e-07,-7.1966593e-07,0.5000024,-1.5004729e-06,-4.915643e-07,-1.5004729e-06,0.49999878,25,32,9
0.6144478,0.0069581037,0.072262876,0.0069581037,0.40928376,-0.031332504,0.072262876,-0.031332504,0.47626847,12,33,9
0.7177878,-0.02464509,0.10278133,-0.02464509,0.34830886,-0.06860143,0.10278133,-0.06860143,0.43390334,13,33,9
0.77324414,-0.079044625,0.09616849,-0.079044625,0.3329104,-0.09642294,0.09616849,-0.09642294,0.3938455,14,33,9
0.77859235,-0.1345817,0.071749076,-0.1345817,0.35514066,-0.1098064,0.071749076,-0.1098064,0.36626697,15,33,9
0.7486274,-0.17731401,0.044962984,-0.17731401,0.3994732,-0.11162177,0.044962984,-0.11162177,0.3518994,16,33,9
0.69408154,-0.19652337,0.02280015,-0.19652337,0.45361423,-0.10425026,0.02280015,-0.10425026,0.35230425,17,33,9
0.62481004,-0.18146166,0.007974834,-0.18146166,0.50362265,-0.087863505,0.007974834,-0.087863505,0.3715673,18,33,9
0.49963453,-0.0018220802,-8.993283e-05,-0.0018220802,0.5017088,-0.0014233276,-8.993283e-05,-0.0014233276,0.49865666,22,33,9
0.49996847,-6.7685694e-05,-6.209405e-06,-6.7685694e-05,0.50008386,-7.1599294e-05,-6.209405e-06,-7.1599294e-05,0.49994764,23,33,9
0.4999995,-5.9875634e-07,-1.1299513e-07,-5.9875634e-07,0.50000095,-9.144936e-07,-1.1299513e-07,-9.144936e-07,0.49999952,24,33,9
0.4999994,-0.00015142975,2.767001e-05,-0.00015142975,0.50006956,-0.00014101421,2.767001e-05,-0.00014101421,0.49993107,21,34,9
0.4999988,-5.1367265e-06,7.114344e-07,-5.1367265e-06,0.5000034,-5.7811485e-06,7.114344e-07,-5.7811485e-06,0.4999978,22,34,9
0.49999997,-4.612358e-08,3.3323528e-09,-4.612358e-08,0.50000006,-6.62998e-08,3.3323528e-09,-6.62998e-08,0.49999997,23,34,9
0.4999997,1.7287285e-06,-2.3530761e-07,1.7287285e-06,0.5000012,-1.8539816e-06,-2.3530761e-07,-1.8539816e-06,0.4999991,21,4,10
0.6400197,0.060774285,-0.05227758,0.060774285,0.42187583,-0.05981442,-0.05227758,-0.05981442,0.43810442,14,5,10
0.6460115,0.09443172,-0.040887248,0.09443172,0.43527573,-0.06963228,-0.040887248,-0.06963228,0.4187128,15,5,10
0.6185948,0.10877988,-0.0241474,0.10877988,0.4657004,-0.065706715,-0.0241474,-0.065706715,0.4157048,16,5,10
0.49990427,0.00071139354,4.0194896e-05,0.00071139354,0.5006561,-0.00050985685,4.0194896e-05,-0.00050985685,0.49943963,21,5,10
0.49998814,3.0556464e-05,3.1035697e-06,3.0556464e-05,0.500038,-2.892449e-05,3.1035697e-06,-2.892449e-05,0.49997383,22,5,10
0.49999973,3.858567e-07,7.408455e-08,3.858567e-07,0.50000066,-5.2024046e-07,7.408455e-08,-5.2024046e-07,0.49999964,23,5,10
0.705378,-0.028322246,-0.10713941,-0.028322246,0.35704324,-0.05032375,-0.10713941,-0.05032375,0.43757877,11,6,10
0.8157832,0.011897692,-0.108357154,0.011897692,0.30718562,-0.087705664,-0.108357154,-0.087705664,0.37703115,12,6,10
0.8533439,0.07536524,-0.07067211,0.07536524,0.31187153,-0.10541725,-0.07067211,-0.10541725,0.33478457,13,6,10
0.8448991,0.1390642,-0.025936726,0.1390642,0.3470012,-0.106795095,-0.025936726,-0.106795095,0.30809966,14,6,10
0.8076809,0.19251554,0.01293803,0.19251554,0.39967406,-0.0971656,0.01293803,-0.0971656,0.292645,15,6,10
0.7500548,0.22774027,0.040619418,0.22774027,0.4621974,-0.0811064,0.040619418,-0.0811064,0.28774783,16,6,10
0.67759585,0.23504853,0.053910162,0.23504853,0.5251983,-0.06259008,0.053910162,-0.06259008,0.2972059,17,6,10
0.49758944,0.012959103,0.0035607663,0.012959103,0.51569813,-0.004516195,0.0035607663,-0.004516195,0.48671243,21,6,10
0.49938282,0.0013449894,0.0004201039,0.0013449894,0.50221926,-0.00073383964,0.0004201039,-0.00073383964,0.4983979,22,6,10
0.49995875,4.9320617e-05,2.0244766e-05,4.9320617e-05,0.5001131,-4.5497156e-05,2.0244766e-05,-4.5497156e-05,0.49992812,23,6,10
0.4999993,4.7132994e-07,3.1508515e-07,4.7132994e-07,0.5000016,-8.0760634e-07,3.1508515e-07,-8.0760634e-07,0.49999908,24,6,10
0.6462029,-0.090956695,-0.1127216,-0.090956695,0.38935143,-0.014622196,-0.1127216,-0.014622196,0.46444568,9,7,10
0.8071646,-0.11598449,-0.14486423,-0.11598449,0.3015746,-0.05630199,-0.14486423,-0.05630199,0.39126083,10,7,10
0.8754317,-0.06639475,-0.097383834,-0.06639475,0.28328818,-0.08676235,-0.097383834,-0.08676235,0.3412801,11,7,10
0.8974251,0.003615911,-0.034511685,0.003615911,0.2941115,-0.10009647,-0.034511685,-0.10009647,0.3084634,12,7,10
0.88935554,0.076503836,0.027215675,0.076503836,0.3240957,-0.0962839,0.027215675,-0.0962839,0.28654873,13,7,10
0.8557952,0.14246172,0.08024438,0.14246172,0.37009054,-0.07704274,0.08024438,-0.07704274,0.27411425,14,7,10
0.8031848,0.19516641,0.119132824,0.19516641,0.42765063,-0.04776231,0.119132824,-0.04776231,0.2691646,15,7,10
0.73869884,0.23136322,0.14156313,0.23136322,0.49245134,-0.015510175,0.14156313,-0.015510175,0.26884985,16,7,10
0.6677701,0.24796376,0.14717974,0.24796376,0.56003445,0.013014848,0.14717974,0.013014848,0.27219546,17,7,10
0.49206203,0.102393135,0.054023713,0.102393135,0.61786073,0.018748054,0.054023713,0.018748054,0.3900772,20,7,10
0.4882985,0.034631982,0.018529862,0.034631982,0.5559439,0.0047016935,0.018529862,0.0047016935,0.45575756,21,7,10
0.49593827,0.00602042,0.003558253,0.00602042,0.51383996,-1.7450748e-05,0.003558253,-1.7450748e-05,0.49022177,22,7,10
0.4994737,0.00043431603,0.00033217965,0.00043431603,0.50151014,-0.00014708992,0.00033217965,-0.00014708992,0.49901617,23,7,10
0.49997735,9.364614e-06,1.24442895e-05,9.364614e-06,0.5000582,-1.2050954e-05,1.24442895e-05,-1.2050954e-05,0.49996448,24,7,10
0.49999976,2.6345292e-08,1.416742e-07,2.6345292e-08,0.5000006,-1.9859755e-07,1.416742e-07,-1.9859755e-07,0.49999967,25,7,10
0.6639767,-0.1720212,-0.14810136,-0.1720212,0.38505685,0.0025895077,-0.14810136,0.0025895077,0.4509664,8,8,10
0.7910764,-0.20007268,-0.14441326,-0.20007268,0.3282965,-0.04000519,-0.14441326,-0.04000519,0.38062707,9,8,10
0.8541381,-0.15155861,-0.08155911,-0.15155861,0.30976677,-0.07797898,-0.08155911,-0.07797898,0.33609518,10,8,10
0.88877255,-0.08138142,-0.007724583,-0.08138142,0.30672163,-0.09978154,-0.007724583,-0.09978154,0.3045058,11,8,10
0.89197147,-0.0030951586,0.0686919,-0.0030951586,0.32286403,-0.098412834,0.0686919,-0.098412834,0.28516448,12,8,10
0.8641765,0.07021993,0.1372254,0.07021993,0.3562872,-0.07278098,0.1372254,-0.07278098,0.27953625,13,8,10
0.813207,0.12977295,0.18802986,0.12977295,0.40110892,-0.029968584,0.18802986,-0.029968584,0.2856841,14,8,10
0.7492629,0.17308003,0.21681772,0.17308003,0.453106,0.019457383,0.21681772,0.019457383,0.29763108,15,8,10
0.6802394,0.20052145,0.22488767,0.20052145,0.5108862,0.06667998,0.22488767,0.06667998,0.3088744,16,8,10
0.6110918,0.21119013,0.21517783,0.21119013,0.5726133,0.10506707,0.21517783,0.10506707,0.31629497,17,8,10
0.49384037,0.15084496,0.13314512,0.15084496,0.65543914,0.11382582,0.13314512,0.11382582,0.3507205,19,8,10
0.47346866,0.08175461,0.07038667,0.08175461,0.6259328,0.07104191,0.07038667,0.07104191,0.40059856,20,8,10
0.48085964,0.02807596,0.025232524,0.02807596,0.5651302,0.027605893,0.025232524,0.027605893,0.45401016,21,8,10
0.49325064,0.00536839,0.0057600304,0.00536839,0.5201004,0.0059414664,0.0057600304,0.0059414664,0.48664895,22,8,10
0.49881294,0.0004456452,0.0007718341,0.0004456452,0.503323,0.0005674386,0.0007718341,0.0005674386,0.49786407,23,8,10
0.49990907,4.727865e-06,5.2685806e-05,4.727865e-06,0.50024635,1.0641804e-05,5.2685806e-05,1.0641804e-05,0.49984458,24,8,10
0.49999762,-5.4850636e-07,1.4379754e-06,-5.4850636e-07,0.5000063,-5.881953e-07,1.4379754e-06,-5.881953e-07,0.4999961,25,8,10
0.49999997,-7.539971e-09,1.0927301e-08,-7.539971e-09,0.50000006,-9.67125e-09,1.0927301e-08,-9.67125e-09,0.49999997,26,8,10
0.49999526,-5.9633043e-05,-6.122051e-05,-5.9633043e-05,0.49997753,2.9830466e-05,-6.122051e-05,2.9830466e-05,0.50002724,5,9,10
0.615769,-0.2190473,-0.15365048,-0.2190473,0.42786142,0.03032721,-0.15365048,0.03032721,0.45636952,7,9,10
0.7250666,-0.2652158,-0.14313515,-0.2652158,0.38806328,-0.015501168,-0.14313515,-0.015501168,0.3868701,8,9,10
0.7970749,-0.23018277,-0.079049,-0.23018277,0.36093295,-0.06696521,-0.079049,-0.06696521,0.34199217,9,9,10
0.84837466,-0.16692959,-5.630171e-05,-0.16692959,0.34191677,-0.10417037,-5.630171e-05,-0.10417037,0.30970857,10,9,10
0.8670296,-0.08671835,0.08927551,-0.08671835,0.3417624,-0.11330414,0.08927551,-0.11330414,0.291208,11,9,10
0.84712666,-0.008501328,0.17549108,-0.008501328,0.36012682,-0.08730919,0.17549108,-0.08730919,0.29274654,12,9,10
0.79799044,0.054222666,0.24063599,0.054222666,0.38752446,-0.034954153,0.24063599,-0.034954153,0.31448507,13,9,10
0.73483264,0.10057711,0.2763975,0.10057711,0.4194103,0.027794981,0.2763975,0.027794981,0.3457571,14,9,10
0.6676149,0.13311145,0.28538504,0.13311145,0.45788458,0.08953417,0.28538504,0.08953417,0.37450054,15,9,10
0.6012956,0.15225096,0.27354318,0.15225096,0.50494295,0.14408408,0.27354318,0.14408408,0.39376146,16,9,10
0.48818305,0.12710269,0.18161982,0.12710269,0.5999408,0.1855218,0.18161982,0.1855218,0.41187617,18,9,10
0.46697637,0.07412926,0.10105258,0.07412926,0.6006373,0.13392818,0.10105258,0.13392818,0.43238628,19,9,10
0.47463962,0.028052177,0.03942777,0.028052177,0.5644965,0.06567438,0.03942777,0.06567438,0.46086386,20,9,10
0.48869038,0.0064735278,0.011027321,0.0064735278,0.52790695,0.022104314,0.011027321,0.022104314,0.48340267,21,9,10
0.4967016,0.000668384,0.002273621,0.000668384,0.50834644,0.0050672973,0.002273621,0.0050672973,0.494952,22,9,10
0.49938333,-6.975221e-05,0.00034086744,-6.975221e-05,0.50163907,0.00072567025,0.00034086744,0.00072567025,0.49897763,23,9,10
0.499935,-2.7151144e-05,3.397678e-05,-2.7151144e-05,0.50018305,5.2581163e-05,3.397678e-05,5.2581163e-05,0.49988195,24,9,10
0.49999693,-2.2493766e-06,1.8165811e-06,-2.2493766e-06,0.5000091,1.2072446e-06,1.8165811e-06,1.2072446e-06,0.49999392,25,9,10
0.49999994,-5.0037613e-08,3.611933e-08,-5.0037613e-08,0.5000001,-4.531262e-09,3.611933e-08,-4.531262e-09,0.4999999,26,9,10
0.49999866,-3.2735268e-06,-3.2193573e-06,-3.2735268e-06,0.49999925,2.2141355e-06,-3.2193573e-06,2.2141355e-06,0.5000021,4,10,10
0.4991726,-0.010794634,-0.0087225465,-0.010794634,0.49886647,0.005118816,-0.0087225465,0.005118816,0.50196093,5,10,10
0.63395554,-0.30534282,-0.14563099,-0.30534282,0.46314946,0.018104212,-0.14563099,0.018104212,0.402895,7,10,10
0.7110458,-0.29193175,-0.08773169,-0.29193175,0.43324935,-0.046582036,-0.08773169,-0.046582036,0.35570484,8,10,10
0.77761424,-0.24454345,-0.011993028,-0.24454345,0.40039784,-0.10351514,-0.011993028,-0.10351514,0.3219879,9,10,10
0.81710416,-0.16788153,0.08365569,-0.16788153,0.3820236,-0.13324732,0.08365569,-0.13324732,0.30087224,10,10,10
0.8098901,-0.08563996,0.18820539,-0.08563996,0.38471034,-0.11682502,0.18820539,-0.11682502,0.3053996,11,10,10
0.76273006,-0.021980304,0.2708568,-0.021980304,0.3935202,-0.06135035,0.2708568,-0.06135035,0.3437497,12,10,10
0.7006496,0.023888726,0.31489974,0.023888726,0.40106362,0.008387641,0.31489974,0.008387641,0.39828673,13,10,10
0.6369814,0.059481744,0.32554254,0.059481744,0.41490132,0.07832288,0.32554254,0.07832288,0.44811726,14,10,10
0.47372848,0.08021865,0.196465,0.08021865,0.5237361,0.20064738,0.196465,0.20064738,0.5025354,17,10,10
0.4671399,0.03871557,0.089067265,0.03871557,0.53711975,0.12675199,0.089067265,0.12675199,0.49574035,18,10,10
0.48334104,0.010098216,0.024884729,0.010098216,0.52214384,0.04901119,0.024884729,0.04901119,0.4945151,19,10,10
0.4946474,0.0013449674,0.004974698,0.0013449674,0.5083203,0.01360847,0.004974698,0.01360847,0.49703234,20,10,10
0.49863067,-6.886297e-05,0.0008325042,-6.886297e-05,0.50249785,0.0031676304,0.0008325042,0.0031676304,0.49887148,21,10,10
0.49969485,-0.00010899614,0.00012754249,-0.00010899614,0.5006573,0.00065314374,0.00012754249,0.00065314374,0.4996478,22,10,10
0.4999431,-4.0122373e-05,1.8679502e-05,-4.0122373e-05,0.5001456,0.00011156292,1.8679502e-05,0.00011156292,0.4999113,23,10,10
0.4999924,-8.597427e-06,2.6170246e-06,-8.597427e-06,0.50002325,1.312148e-05,2.6170246e-06,1.312148e-05,0.49998435,24,10,10
0.49999943,-9.5239653e-07,2.8433666e-07,-9.5239653e-07,0.5000021,7.811238e-07,2.8433666e-07,7.811238e-07,0.49999848,25,10,10
0.49999997,-4.0801464e-08,1.47919685e-08,-4.0801464e-08,0.50000006,1.40022625e-08,1.47919685e-08,1.40022625e-08,0.49999994,26,10,10
0.49958318,-0.0009979979,-0.00080664246,-0.0009979979,0.5000499,0.00067310093,-0.00080664246,0.00067310093,0.5003669,4,11,10
0.48329073,-0.12916642,-0.08190997,-0.12916642,0.51713586,0.05566167,-0.08190997,0.05566167,0.4995734,5,11,10
0.6050291,-0.32593495,-0.10075893,-0.32593495,0.51961064,-0.011735128,-0.10075893,-0.011735128,0.37536025,7,11,10
0.67873913,-0.30367333,-0.03674561,-0.30367333,0.48082045,-0.086861216,-0.03674561,-0.086861216,0.34044042,8,11,10
0.7413926,-0.24155544,0.0517325,-0.24155544,0.44371724,-0.14533691,0.0517325,-0.14533691,0.31489015,9,11,10
0.75804484,-0.15570937,0.16952494,-0.15570937,0.42954248,-0.15377158,0.16952494,-0.15377158,0.3124127,10,11,10
0.7145902,-0.08996705,0.27492273,-0.08996705,0.4233887,-0.10414036,0.27492273,-0.10414036,0.3620211,11,11,10
0.65210164,-0.04779805,0.33002523,-0.04779805,0.40698302,-0.03405377,0.33002523,-0.03405377,0.44091532,12,11,10
0.48642805,0.040001526,0.29360712,0.040001526,0.41969085,0.17130296,0.29360712,0.17130296,0.5938811,15,11,10
0.4566076,0.035348684,0.18705012,0.035348684,0.4657878,0.17133625,0.18705012,0.17133625,0.5776046,16,11,10
0.47531992,0.010677863,0.052965615,0.010677863,0.49907848,0.07312432,0.052965615,0.07312432,0.52560157,17,11,10
0.49486488,0.00092865864,0.006510621,0.00092865864,0.501806,0.013648713,0.006510621,0.013648713,0.5033291,18,11,10
0.49935445,-3.499668e-05,0.0004968512,-3.499668e-05,0.50042486,0.0016693309,0.0004968512,0.0016693309,0.5002207,19,11,10
0.49992338,-2.4086436e-05,3.3000502e-05,-2.4086436e-05,0.50007457,0.00020255474,3.3000502e-05,0.00020255474,0.5000021,20,11,10
0.49998882,-7.1298527e-06,1.9395259e-06,-7.1298527e-06,0.5000152,3.125267e-05,1.9395259e-06,3.125267e-05,0.49999598,21,11,10
0.4999979,-2.2772706e-06,-5.739618e-08,-2.2772706e-06,0.500004,6.3917523e-06,-5.739618e-08,6.3917523e-06,0.49999812,22,11,10
0.49999955,-7.86634e-07,-7.456014e-08,-7.86634e-07,0.5000012,1.5146028e-06,-7.456014e-08,1.5146028e-06,0.49999923,23,11,10
0.4999999,-2.410628e-07,-1.6164911e-08,-2.410628e-07,0.50000036,3.2150075e-07,-1.6164911e-08,3.2150075e-07,0.49999973,24,11,10
