1,0.5,2.43651e-17,0.5,2.98893e-18,0.5,2.43651e-17,0.5,2.65657e-17,0.5,-2,-2
1,0.5,-3.02052e-18,0.5,2.59046e-17,0.5,-3.02052e-18,0.5,3.50474e-17,0.5,-1.89744,-2
1,0.5,7.21972e-17,0.5,-9.38915e-17,0.5,7.21972e-17,0.5,6.8899e-17,0.5,-1.79487,-2
1,0.5,-5.27332e-17,0.5,2.04012e-17,0.5,-5.27332e-17,0.5,1.09966e-16,8.82818e-44,-1.69231,-2
0.5,2.03093e-17,0.5,2.03093e-17,1,0.5,0.5,0.5,3.48992e-16,-1.67279e-37,1.48718,-1.89744
0.5,1,0.5,1,-2.508e-17,2.74541e-17,0.5,2.74541e-17,0.5,2.75332e-17,1.38462,-1.79487
0.5,1,0.5,1,4.21503e-17,5.09022e-20,0.5,5.09022e-20,0.5,-6.47744e-18,1.48718,-1.79487
0.5,1,0.5,1,-4.60879e-17,-2.1622e-17,0.5,-2.1622e-17,0.5,-8.10604e-18,1.58974,-1.79487
0.5,1,0.5,1,2.8215e-17,-1.14781e-17,0.5,-1.14781e-17,0.5,1.24474e-17,1.69231,-1.79487
1,0.5,-3.41609e-17,0.5,8.8201e-17,0.5,-3.41609e-17,0.5,4.8558e-17,0.5,-0.871795,-1.69231
1,0.5,-3.37188e-17,0.5,1.88574e-17,0.5,-3.37188e-17,0.5,5.29635e-17,8.82818e-44,-0.769231,-1.69231
0.5,-4.5331e-15,-7.97407e-14,-4.5331e-15,0.5,4.31185e-14,-7.97407e-14,4.31185e-14,8.82818e-44,-8.82818e-44,0.564103,-1.69231
0.500032,0.000210878,0.499868,0.000210878,1,0.50043,0.499868,0.50043,-0.000706855,-0.000285426,-0.153846,-1.58974
1,0.5,9.43157e-17,0.5,-1.95159e+35,5.04467e-44,9.43157e-17,5.04467e-44,2.34538e-10,8.82818e-44,1.28205,-1.48718
0.526516,7.27701,9.24436e-18,7.27701,1.99365e-05,3.95048e-21,9.24436e-18,3.95048e-21,-4.67988e-37,2.26716e-41,-0.153846,-1.38462
1,0.73832,-0.18848,0.73832,0.208394,-1.53127e+29,-0.18848,-1.53127e+29,-6.03889,8.47814e-37,-0.051282,-1.17949
0.86472,0.126676,-0.0831985,0.126676,0.305572,0.082272,-0.0831985,0.082272,-2.30325e-14,-8.82818e-44,0.461539,-1.17949
0.57395,-0.169884,0.400216,-0.169884,1,0.59129,0.400216,0.59129,-0.162866,0.261115,-0.25641,-1.07692
0.524263,-0.145045,0.384447,-0.145045,1,0.661572,0.384447,0.661572,-0.149306,0.276309,-0.153846,-1.07692
0.501166,1,0.499999,1,1.51222e-06,-1.59111e-06,0.499999,-1.59111e-06,0.5,-9.40749e-07,0.974359,-0.974359
0.500001,1,0.5,1,6.56068e-13,-8.10574e-13,0.5,-8.10574e-13,0.5,-5.64122e-13,1.07692,-0.974359
1,0.5,1.36502e-12,0.5,-1.33245e+12,2.38221e-43,1.36502e-12,2.38221e-43,-6.1567e-29,8.82818e-44,-1.38462,-0.871795
1,0.458336,0.0714586,0.458336,0.327657,0.394476,0.0714586,0.394476,0.0163233,0.647187,0.0512822,-0.666667
1,0.505562,0.104773,0.505562,0.328888,0.436458,0.104773,0.436458,0.0845003,0.557981,0.153846,-0.666667
1,0.568833,0.133305,0.568833,0.294873,0.489133,0.133305,0.489133,0.145506,0.442034,0.25641,-0.666667
1,0.638227,0.181049,0.638227,0.188329,0.523883,0.181049,0.523883,0.196914,0.33789,0.358974,-0.666667
1,0.62046,0.268424,0.62046,0.0465181,0.555143,0.268424,0.555143,0.177737,0.324396,0.461539,-0.666667
1,0.599277,-1.25566e-17,0.599277,1.156e-25,2.53423e-22,-1.25566e-17,2.53423e-22,-0.175073,-1.80208e-08,0.564103,-0.666667
0.5,8.94348e-17,9.8402e-17,8.94348e-17,0.5,3.11714e-17,9.8402e-17,3.11714e-17,0.5,1,1.38462,-0.666667
0.5,2.59433e-17,6.54297e-17,2.59433e-17,0.5,-1.38599e-17,6.54297e-17,-1.38599e-17,0.5,1,1.48718,-0.666667
0.5,3.85399e-17,4.08451e-17,3.85399e-17,0.5,-2.16304e-17,4.08451e-17,-2.16304e-17,0.5,1,1.58974,-0.666667
0.5,-2.57203e-17,6.776e-17,-2.57203e-17,0.5,6.82154e-17,6.776e-17,6.82154e-17,8.82818e-44,-8.82818e-44,1.69231,-0.666667
0.5,-4.37571e-17,0.5,-4.37571e-17,1,0.5,0.5,0.5,-1.8078e-17,1.31189e-17,-1.28205,-0.461538
1,0.499986,7.65168e-06,0.499986,-6.10987e-06,0.500006,7.65168e-06,0.500006,-1.26675e-05,0.500008,0.974359,-0.461538
1,0.5,4.79209e-13,0.5,-4.79162e-13,0.5,4.79209e-13,0.5,-1.00863e-12,0.5,1.07692,-0.461538
1,0.5,-3.93552e-19,0.5,1.09654e-17,0.5,-3.93552e-19,0.5,6.20949e-17,0.5,1.17949,-0.461538
1,0.5,-6.72059e-18,0.5,1.50931e-05,5.04467e-44,-6.72059e-18,5.04467e-44,-0.000931725,2.27795e-41,1.28205,-0.461538
0.5,-2.24968e-17,-1.42704e+17,-2.24968e-17,2.31214e-43,8.40262e-35,-1.42704e+17,8.40262e-35,8.82818e-44,-8.82818e-44,-1.48718,-0.358974
0.520248,0.203001,0.74151,0.203001,1,0.251305,0.74151,0.251305,0.0821775,0.148453,0.153846,-0.25641
0.619092,0.234081,0.629603,0.234081,1,0.335747,0.629603,0.335747,0.0662193,0.162284,0.25641,-0.25641
0.707774,0.25151,0.456478,0.25151,1,0.328361,0.456478,0.328361,0.170213,-0.0369076,0.358974,-0.25641
0.772396,0.206784,0.399243,0.206784,1,0.252435,0.399243,0.252435,0.161623,-0.0267465,0.461539,-0.25641
0.84755,0.0844083,-1.08438e+08,0.0844083,-8.68805e-44,1.04984e+30,-1.08438e+08,1.04984e+30,1.84202e-26,2.54248e+25,0.564103,-0.25641
0.732629,1,0.20803,1,0.0296373,0.0662787,0.20803,0.0662787,0.444218,0.141211,-0.051282,-0.153846
0.847753,1,0.209472,1,0.0382088,0.0711708,0.209472,0.0711708,0.522891,0.212591,0.0512822,-0.153846
0.767637,1,0.212535,1,0.0431443,0.0761162,0.212535,0.0761162,0.624226,0.244923,0.153846,-0.153846
0.663239,1,0.237886,1,0.0293695,0.103913,0.237886,0.103913,0.726498,0.240214,0.25641,-0.153846
0.617649,-8.68805e-44,-3.48995e-36,-8.68805e-44,-1.34453e+16,1983.73,-3.48995e-36,1983.73,2.88999e+08,1.70359e+07,0.358974,-0.153846
1,0.5,-4.15977e-17,0.5,-5.60563e-17,0.5,-4.15977e-17,0.5,2.22548e-17,0.5,1.48718,-0.153846
1,0.5,2.51419e-17,0.5,-1.03195e-17,2.29813e-43,2.51419e-17,2.29813e-43,-9.47603e-21,8.82818e-44,1.58974,-0.153846
0.5,-8.37883e-18,2.27678e-18,-8.37883e-18,0.5,2.08665e-17,2.27678e-18,2.08665e-17,0.5,1,-1.58974,-0.051282
0.5,-5.48741e-19,-2.11272e-17,-5.48741e-19,0.5,5.5273e-17,-2.11272e-17,5.5273e-17,0.5,1,-1.48718,-0.051282
0.5,-4.19827e-17,-2.80095e-17,-4.19827e-17,0.5,4.3066e-17,-2.80095e-17,4.3066e-17,0.5,1,-1.38462,-0.051282
0.5,-4.0346e-19,3.08276e-25,-4.0346e-19,2.2701e-43,-5.30282e-38,3.08276e-25,-5.30282e-38,8.82818e-44,-8.82818e-44,-1.28205,-0.051282
0.939381,0.000439068,4.61987e-23,0.000439068,nan,-8.68805e-44,4.61987e-23,-8.68805e-44,-1.04712e+38,3.39005e+28,0.769231,-0.051282
0.5,-4.4778e-17,0.5,-4.4778e-17,1,0.5,0.5,0.5,5.62507e-17,8.92262e-17,-1.58974,0.0512822
0.5,-5.49557e-17,8.82818e-44,-5.49557e-17,-8.82818e-44,4.76441e-44,8.82818e-44,4.76441e-44,-6.87183e-21,-8.49952e+21,-1.48718,0.0512822
0.5,1,0.5,1,-1.87873e-17,-7.73989e-18,0.5,-7.73989e-18,0.5,-5.54787e-17,-2,0.153846
0.5,1,0.5,1,-3.32748e-17,1.52222e-17,0.5,1.52222e-17,0.5,-5.18609e-17,-1.89744,0.153846
0.5,1,0.5,1,7.33635e-18,-5.10011e-18,0.5,-5.10011e-18,0.5,-9.19768e-17,-1.79487,0.153846
0.5,1,0.5,1,2.15323e-17,8.156e-18,0.5,8.156e-18,0.5,5.99237e-18,-1.69231,0.153846
0.5,1,0.5,1,6.46823e-17,-6.2383e-18,0.5,-6.2383e-18,0.5,-8.40152e-17,-1.58974,0.153846
0.5,1,0.5,1,4.77007e-17,2.81837e-17,0.5,2.81837e-17,0.5,-1.38515e-16,-1.48718,0.153846
0.5,1,0.5,1,5.53764e-17,8.07398e-17,0.5,8.07398e-17,0.5,-6.47577e-17,-1.38462,0.153846
0.5,1,0.5,1,4.13942e-17,1.63996e+24,0.5,1.63996e+24,2.29813e-43,4.79457e-17,-1.28205,0.153846
1,0.33582,-0.0661512,0.33582,-0.16223,0.707796,-0.0661512,0.707796,0.251569,0.456385,0.153846,0.153846
1,0.328436,-0.170136,0.328436,0.036943,0.7724,-0.170136,0.7724,0.20685,0.399164,0.25641,0.153846
1,0.252451,-0.161583,0.252451,0.0268099,0.847562,-0.161583,0.847562,0.084443,0.399987,0.358974,0.153846
1,0.235671,-0.145192,0.235671,-8.69563e-23,-0.706006,-0.145192,-0.706006,2.58616e+22,-4.13962e+14,0.461539,0.153846
0.5,-2.32104e-10,2.0901e-10,-2.32104e-10,0.5,-9.33756e-10,2.0901e-10,-9.33756e-10,0.5,1,0.871795,0.153846
0.5,-3.70977e-18,3.49625e-18,-3.70977e-18,0.5,-4.46901e-18,3.49625e-18,-4.46901e-18,0.5,1,0.974359,0.153846
