"V:0","V:1","V:2","Points:0","Points:1","Points:2"
-0.011594,0.27038,-5.3197,0.9311,5.2805,5.0898
0,0,0,0.99848,5.6626,5.0898
0.23079,-0.6301,-8.3407,0.86373,-4.8984,5.0898
-0.00048105,0.67088,-8.341,0.86373,4.8984,5.0898
0.35846,-1.0114,-9.587,0.79635,-4.5163,5.0898
0.010221,1.0728,-9.5874,0.79635,4.5163,5.0898
0.47001,-1.2945,-9.5168,0.72898,-4.1342,5.0898
0.0023794,1.377,-9.5173,0.72898,4.1342,5.0898
0.68813,-1.1929,-9.517,1.4358,-3.9448,5.0898
0.88479,-1.0549,-9.5178,2.099,-3.6356,5.0898
1.0539,-0.88506,-9.519,2.6984,-3.2159,5.0898
1.1906,-0.68918,-9.5205,3.2159,-2.6984,5.0898
1.2922,-0.47322,-9.5228,3.6356,-2.099,5.0898
1.3555,-0.24216,-9.5246,3.9448,-1.4358,5.0898
1.3774,-0.0026252,-9.5249,4.1342,-0.72898,5.0898
1.3569,0.23724,-9.5244,4.198,-1.5266e-16,5.0898
1.2951,0.46998,-9.5245,4.1342,0.72898,5.0898
1.1933,0.68829,-9.5241,3.9448,1.4358,5.0898
1.0549,0.88458,-9.5225,3.6356,2.099,5.0898
0.88543,1.0532,-9.5209,3.2159,2.6984,5.0898
0.69009,1.1905,-9.5199,2.6984,3.2159,5.0898
0.47347,1.2925,-9.5189,2.099,3.6356,5.0898
0.24187,1.3554,-9.5179,1.4358,3.9448,5.0898
0.33707,-0.58024,-8.3407,1.7012,-4.674,5.0898
0.4328,-0.51267,-8.3409,2.487,-4.3076,5.0898
0.51497,-0.42972,-8.3413,3.1972,-3.8103,5.0898
0.58126,-0.3342,-8.3421,3.8103,-3.1972,5.0898
0.63026,-0.22888,-8.3431,4.3076,-2.487,5.0898
0.66061,-0.11631,-8.344,4.674,-1.7012,5.0898
0.67096,0.00036462,-8.3442,4.8984,-0.86373,5.0898
0.66072,0.11731,-8.3441,4.974,-7.494e-16,5.0898
0.63023,0.2308,-8.3439,4.8984,0.86373,5.0898
0.5803,0.33714,-8.3435,4.674,1.7012,5.0898
0.51268,0.43267,-8.3429,4.3076,2.487,5.0898
0.42995,0.51459,-8.3422,3.8103,3.1972,5.0898
0.33463,0.58105,-8.3418,3.1972,3.8103,5.0898
0.22909,0.63027,-8.3416,2.487,4.3076,5.0898
0.11624,0.66061,-8.3413,1.7012,4.674,5.0898
0.5291,-0.93349,-9.5871,1.5685,-4.3094,5.0898
0.68322,-0.8271,-9.5876,2.293,-3.9716,5.0898
0.81602,-0.69584,-9.5884,2.9478,-3.5131,5.0898
0.92374,-0.5441,-9.5896,3.5131,-2.9478,5.0898
1.004,-0.37639,-9.5912,3.9716,-2.293,5.0898
1.0545,-0.19679,-9.5925,4.3094,-1.5685,5.0898
1.073,-0.010392,-9.5927,4.5163,-0.79635,5.0898
1.0585,0.17666,-9.5925,4.586,-7.6328e-16,5.0898
1.0117,0.35845,-9.5924,4.5163,0.79635,5.0898
0.93369,0.52918,-9.592,4.3094,1.5685,5.0898
0.82714,0.68301,-9.5909,3.9716,2.293,5.0898
0.69616,0.81545,-9.5899,3.5131,2.9478,5.0898
0.54476,0.92351,-9.5892,2.9478,3.5131,5.0898
0.37668,1.0041,-9.5885,2.293,3.9716,5.0898
0.19667,1.0545,-9.5879,1.5685,4.3094,5.0898
0.15346,-0.23405,-5.9543,0.9311,-5.2805,4.3591
0,0,0,0.99848,-5.6626,4.3591
0.19178,-0.20386,-5.9543,1.8339,-5.0386,4.3591
0,0,0,1.9666,-5.4032,4.3591
0.2243,-0.16746,-5.9543,2.681,-4.6436,4.3591
0,0,0,2.875,-4.9796,4.3591
0.24999,-0.12597,-5.9545,3.4466,-4.1075,4.3591
0,0,0,3.696,-4.4048,4.3591
0.26801,-0.080678,-5.9549,4.1075,-3.4466,4.3591
0,0,0,4.4048,-3.696,4.3591
0.27785,-0.033039,-5.9554,4.6436,-2.681,4.3591
0,0,0,4.9796,-2.875,4.3591
0.27934,0.015594,-5.9558,5.0386,-1.8339,4.3591
0,0,0,5.4032,-1.9666,4.3591
0.27242,0.063894,-5.956,5.2805,-0.9311,4.3591
0,0,0,5.6626,-0.99848,4.3591
0.2572,0.1104,-5.9558,5.362,-2.7756e-16,4.3591
0,0,0,5.75,0,4.3591
0.23409,0.15365,-5.9557,5.2805,0.9311,4.3591
0,0,0,5.6626,0.99848,4.3591
0.20376,0.19223,-5.9555,5.0386,1.8339,4.3591
0,0,0,5.4032,1.9666,4.3591
0.16718,0.22483,-5.9552,4.6436,2.681,4.3591
0,0,0,4.9796,2.875,4.3591
0.12557,0.25044,-5.9549,4.1075,3.4466,4.3591
0,0,0,4.4048,3.696,4.3591
0.080242,0.26837,-5.9548,3.4466,4.1075,4.3591
0,0,0,3.696,4.4048,4.3591
0.032545,0.27813,-5.9548,2.681,4.6436,4.3591
0,0,0,2.875,4.9796,4.3591
-0.016102,0.27949,-5.9547,1.8339,5.0386,4.3591
0,0,0,1.9666,5.4032,4.3591
-0.064271,0.27243,-5.9546,0.9311,5.2805,4.3591
0,0,0,0.99848,5.6626,4.3591
0.32353,-0.56294,-9.1358,0.86373,-4.8984,4.3591
-0.11164,0.63965,-9.1362,0.86373,4.8984,4.3591
0.48534,-0.83941,-10.267,0.79635,-4.5163,4.3591
-0.16919,0.95482,-10.267,0.79635,4.5163,4.3591
0.62376,-0.97307,-9.9454,0.72898,-4.1342,4.3591
-0.25367,1.1278,-9.946,0.72898,4.1342,4.3591
0.78311,-0.85024,-9.9457,1.4358,-3.9448,4.3591
0.91879,-0.70184,-9.9468,2.099,-3.6356,4.3591
1.0268,-0.53213,-9.9485,2.6984,-3.2159,4.3591
1.1035,-0.34586,-9.9503,3.2159,-2.6984,4.3591
1.1462,-0.14908,-9.9525,3.6356,-2.099,4.3591
1.1545,0.052177,-9.9538,3.9448,-1.4358,4.3591
1.128,0.25227,-9.9536,4.1342,-0.72898,4.3591
1.067,0.44503,-9.953,4.198,4.1633e-17,4.3591
0.97356,0.62434,-9.953,4.1342,0.72898,4.3591
0.85028,0.78452,-9.953,3.9448,1.4358,4.3591
0.70126,0.92042,-9.952,3.6356,2.099,4.3591
0.53109,1.0283,-9.9507,3.2159,2.6984,4.3591
0.34449,1.1047,-9.9497,2.6984,3.2159,4.3591
0.14733,1.1473,-9.9483,2.099,3.6356,4.3591
-0.054057,1.155,-9.947,1.4358,3.9448,4.3591
0.41637,-0.49826,-9.1358,1.7012,-4.674,4.3591
0.49661,-0.41845,-9.1361,2.487,-4.3076,4.3591
0.56174,-0.32593,-9.1367,3.1972,-3.8103,4.3591
0.60967,-0.22351,-9.1376,3.8103,-3.1972,4.3591
0.63902,-0.11445,-9.1387,4.3076,-2.487,4.3591
0.64914,-0.0019164,-9.1394,4.674,-1.7012,4.3591
0.63968,0.11094,-9.1395,4.8984,-0.86373,4.3591
0.61074,0.22068,-9.1392,4.974,-1.1241e-15,4.3591
0.56311,0.32385,-9.139,4.8984,0.86373,4.3591
0.49817,0.41716,-9.1388,4.674,1.7012,4.3591
0.41801,0.49753,-9.1383,4.3076,2.487,4.3591
0.32526,0.56253,-9.1377,3.8103,3.1972,4.3591
0.22275,0.61031,-9.1374,3.1972,3.8103,4.3591
0.11355,0.63953,-9.137,2.487,4.3076,4.3591
0.00097557,0.6494,-9.1366,1.7012,4.674,4.3591
0.6237,-0.74252,-10.267,1.5685,-4.3094,4.3591
0.74317,-0.62316,-10.268,2.293,-3.9716,4.3591
0.84012,-0.48485,-10.269,2.9478,-3.5131,4.3591
0.91136,-0.33172,-10.27,3.5131,-2.9478,4.3591
0.95479,-0.16862,-10.272,3.9716,-2.293,4.3591
0.96947,-0.00041564,-10.273,4.3094,-1.5685,4.3591
0.95491,0.16817,-10.273,4.5163,-0.79635,4.3591
0.91125,0.33195,-10.272,4.586,-8.3267e-16,4.3591
0.83974,0.48579,-10.272,4.5163,0.79635,4.3591
0.7425,0.62478,-10.272,4.3094,1.5685,4.3591
0.62263,0.74444,-10.271,3.9716,2.293,4.3591
0.48398,0.84121,-10.27,3.5131,2.9478,4.3591
0.33065,0.91229,-10.27,2.9478,3.5131,4.3591
0.16733,0.95554,-10.269,2.293,3.9716,4.3591
-0.00096248,0.96984,-10.268,1.5685,4.3094,4.3591
0.2441,-0.21708,-6.5792,0.9311,-5.2805,3.6576
0,0,0,0.99848,-5.6626,3.6576
0.27781,-0.17155,-6.5791,1.8339,-5.0386,3.6576
0,0,0,1.9666,-5.4032,3.6576
0.30334,-0.12084,-6.5791,2.681,-4.6436,3.6576
0,0,0,2.875,-4.9796,3.6576
0.31991,-0.066285,-6.5794,3.4466,-4.1075,3.6576
0,0,0,3.696,-4.4048,3.6576
0.32677,-0.0094795,-6.5798,4.1075,-3.4466,3.6576
0,0,0,4.4048,-3.696,3.6576
0.32345,0.047619,-6.5804,4.6436,-2.681,3.6576
0,0,0,4.9796,-2.875,3.6576
0.31018,0.10306,-6.5807,5.0386,-1.8339,3.6576
0,0,0,5.4032,-1.9666,3.6576
0.28756,0.15529,-6.5808,5.2805,-0.9311,3.6576
0,0,0,5.6626,-0.99848,3.6576
0.25625,0.20288,-6.5806,5.362,-6.8001e-16,3.6576
0,0,0,5.75,-4.4409e-16,3.6576
0.21715,0.24442,-6.5805,5.2805,0.9311,3.6576
0,0,0,5.6626,0.99848,3.6576
0.17138,0.27865,-6.5803,5.0386,1.8339,3.6576
0,0,0,5.4032,1.9666,3.6576
0.12027,0.3045,-6.58,4.6436,2.681,3.6576
0,0,0,4.9796,2.875,3.6576
0.065331,0.32108,-6.5798,4.1075,3.4466,3.6576
0,0,0,4.4048,3.696,3.6576
0.0083145,0.32768,-6.5798,3.4466,4.1075,3.6576
0,0,0,3.696,4.4048,3.6576
-0.048771,0.32404,-6.5797,2.681,4.6436,3.6576
0,0,0,2.875,4.9796,3.6576
-0.10407,0.31049,-6.5796,1.8339,5.0386,3.6576
0,0,0,1.9666,5.4032,3.6576
-0.156,0.2876,-6.5795,0.9311,5.2805,3.6576
0,0,0,0.99848,5.6626,3.6576
0.49658,-0.49296,-9.8771,0.86373,-4.8984,3.6576
-0.29948,0.63327,-9.8776,0.86373,4.8984,3.6576
0.72996,-0.6594,-10.864,0.79635,-4.5163,3.6576
-0.46228,0.86958,-10.864,0.79635,4.5163,3.6576
0.93017,-0.63857,-10.295,0.72898,-4.1342,3.6576
-0.65793,0.91864,-10.296,0.72898,4.1342,3.6576
1.026,-0.46831,-10.295,1.4358,-3.9448,3.6576
1.0915,-0.28452,-10.297,2.099,-3.6356,3.6576
1.1252,-0.091757,-10.299,2.6984,-3.2159,3.6576
1.1247,0.10547,-10.301,3.2159,-2.6984,3.6576
1.0884,0.30045,-10.303,3.6356,-2.099,3.6576
1.0185,0.48547,-10.303,3.9448,-1.4358,3.6576
0.91849,0.65535,-10.302,4.1342,-0.72898,3.6576
0.79082,0.80552,-10.302,4.198,-4.1633e-17,3.6576
0.63905,0.93126,-10.302,4.1342,0.72898,3.6576
0.46811,1.0286,-10.302,3.9448,1.4358,3.6576
0.28333,1.0951,-10.302,3.6356,2.099,3.6576
0.089178,1.1289,-10.301,3.2159,2.6984,3.6576
-0.10932,1.1275,-10.3,2.6984,3.2159,3.6576
-0.30438,1.0904,-10.299,2.099,3.6356,3.6576
-0.48905,1.0198,-10.297,1.4358,3.9448,3.6576
0.57416,-0.3996,-9.8772,1.7012,-4.674,3.6576
0.63477,-0.29421,-9.8775,2.487,-4.3076,3.6576
0.67656,-0.17963,-9.8783,3.1972,-3.8103,3.6576
0.69779,-0.059062,-9.8792,3.8103,-3.1972,3.6576
0.69731,0.063424,-9.8802,4.3076,-2.487,3.6576
0.67545,0.18364,-9.8808,4.674,-1.7012,3.6576
0.63325,0.29814,-9.8807,4.8984,-0.86373,3.6576
0.57192,0.4037,-9.8803,4.974,-1.707e-15,3.6576
0.49319,0.49716,-9.8801,4.8984,0.86373,3.6576
0.3994,0.57568,-9.88,4.674,1.7012,3.6576
0.29332,0.63684,-9.8797,4.3076,2.487,3.6576
0.17798,0.67864,-9.8793,3.8103,3.1972,3.6576
0.05695,0.69939,-9.879,3.1972,3.8103,3.6576
-0.065561,0.69836,-9.8786,2.487,4.3076,3.6576
-0.18554,0.67598,-9.8781,1.7012,4.674,3.6576
0.8327,-0.52325,-10.864,1.5685,-4.3094,3.6576
0.91081,-0.37153,-10.865,2.293,-3.9716,3.6576
0.96202,-0.20818,-10.866,2.9478,-3.5131,3.6576
0.98398,-0.037561,-10.868,3.5131,-2.9478,3.6576
0.97514,0.1346,-10.869,3.9716,-2.293,3.6576
0.93638,0.30217,-10.87,4.3094,-1.5685,3.6576
0.86955,0.46034,-10.869,4.5163,-0.79635,3.6576
0.77648,0.60467,-10.869,4.586,-1.3184e-15,3.6576
0.6598,0.73078,-10.869,4.5163,0.79635,3.6576
0.52309,0.8348,-10.869,4.3094,1.5685,3.6576
0.37044,0.91367,-10.868,3.9716,2.293,3.6576
0.206,0.96492,-10.868,3.5131,2.9478,3.6576
0.034594,0.98619,-10.867,2.9478,3.5131,3.6576
-0.13764,0.97662,-10.866,2.293,3.9716,3.6576
-0.30491,0.93718,-10.865,1.5685,4.3094,3.6576
0.40766,-0.21876,-7.2509,0.9311,-5.2805,2.9841
0,0,0,0.99848,-5.6626,2.9841
0.43885,-0.14499,-7.2508,1.8339,-5.0386,2.9841
0,0,0,1.9666,-5.4032,2.9841
0.45724,-0.066879,-7.2508,2.681,-4.6436,2.9841
0,0,0,2.875,-4.9796,2.9841
0.46231,0.013616,-7.251,3.4466,-4.1075,2.9841
0,0,0,3.696,-4.4048,2.9841
0.45345,0.094274,-7.2514,4.1075,-3.4466,2.9841
0,0,0,4.4048,-3.696,2.9841
0.43033,0.17221,-7.252,4.6436,-2.681,2.9841
0,0,0,4.9796,-2.875,2.9841
0.39374,0.24448,-7.2523,5.0386,-1.8339,2.9841
0,0,0,5.4032,-1.9666,2.9841
0.34522,0.30895,-7.2523,5.2805,-0.9311,2.9841
0,0,0,5.6626,-0.99848,2.9841
0.28636,0.36398,-7.2522,5.362,-8.4655e-16,2.9841
0,0,0,5.75,-6.6613e-16,2.9841
0.2189,0.40806,-7.252,5.2805,0.9311,2.9841
0,0,0,5.6626,0.99848,2.9841
0.14481,0.44001,-7.2518,5.0386,1.8339,2.9841
0,0,0,5.4032,1.9666,2.9841
0.066093,0.45898,-7.2516,4.6436,2.681,2.9841
0,0,0,4.9796,2.875,2.9841
-0.015106,0.46418,-7.2514,4.1075,3.4466,2.9841
0,0,0,4.4048,3.696,2.9841
-0.096162,0.45489,-7.2514,3.4466,4.1075,2.9841
0,0,0,3.696,4.4048,2.9841
-0.17401,0.4312,-7.2513,2.681,4.6436,2.9841
0,0,0,2.875,4.9796,2.9841
-0.24597,0.39416,-7.2513,1.8339,5.0386,2.9841
0,0,0,1.9666,5.4032,2.9841
-0.30997,0.34526,-7.2512,0.9311,5.2805,2.9841
0,0,0,0.99848,5.6626,2.9841
0.8137,-0.47598,-10.648,0.86373,-4.8984,2.9841
-0.60472,0.726,-10.649,0.86373,4.8984,2.9841
1.1857,-0.57085,-11.469,0.79635,-4.5163,2.9841
-0.92264,0.94253,-11.469,0.79635,4.5163,2.9841
1.5076,-0.43092,-10.644,0.72898,-4.1342,2.9841
-1.2736,0.92138,-10.645,0.72898,4.1342,2.9841
1.5577,-0.16426,-10.645,1.4358,-3.9448,2.9841
1.5622,0.10626,-10.646,2.099,-3.6356,2.9841
1.5215,0.37421,-10.648,2.6984,-3.2159,2.9841
1.435,0.63381,-10.65,3.2159,-2.6984,2.9841
1.302,0.87612,-10.652,3.6356,-2.099,2.9841
1.1283,1.0903,-10.652,3.9448,-1.4358,2.9841
0.92116,1.27,-10.65,4.1342,-0.72898,2.9841
0.68675,1.411,-10.649,4.198,2.7756e-17,2.9841
0.43164,1.5091,-10.649,4.1342,0.72898,2.9841
0.16417,1.5614,-10.65,3.9448,1.4358,2.9841
-0.10775,1.5675,-10.651,3.6356,2.099,2.9841
-0.37814,1.5274,-10.651,3.2159,2.6984,2.9841
-0.63999,1.4392,-10.65,2.6984,3.2159,2.9841
-0.88212,1.3047,-10.648,2.099,3.6356,2.9841
-1.0954,1.1299,-10.646,1.4358,3.9448,2.9841
0.88296,-0.32817,-10.648,1.7012,-4.674,2.9841
0.92635,-0.17063,-10.648,2.487,-4.3076,2.9841
0.94264,-0.0073353,-10.649,3.1972,-3.8103,2.9841
0.93044,0.15733,-10.65,3.8103,-3.1972,2.9841
0.88899,0.31769,-10.651,4.3076,-2.487,2.9841
0.81987,0.46768,-10.651,4.674,-1.7012,2.9841
0.72599,0.6028,-10.651,4.8984,-0.86373,2.9841
0.61036,0.71949,-10.651,4.974,-1.9013e-15,2.9841
0.47637,0.81446,-10.651,4.8984,0.86373,2.9841
0.32801,0.8851,-10.651,4.674,1.7012,2.9841
0.16941,0.9295,-10.65,4.3076,2.487,2.9841
0.0047811,0.94598,-10.65,3.8103,3.1972,2.9841
-0.16076,0.93295,-10.65,3.1972,3.8103,2.9841
-0.32101,0.89051,-10.65,2.487,4.3076,2.9841
-0.47046,0.82058,-10.649,1.7012,4.674,2.9841
1.2654,-0.35746,-11.469,1.5685,-4.3094,2.9841
1.308,-0.13377,-11.47,2.293,-3.9716,2.9841
1.3124,0.09468,-11.471,2.9478,-3.5131,2.9841
1.2772,0.32215,-11.473,3.5131,-2.9478,2.9841
1.2014,0.54084,-11.474,3.9716,-2.293,2.9841
1.0883,0.7421,-11.474,4.3094,-1.5685,2.9841
0.9425,0.91988,-11.474,4.5163,-0.79635,2.9841
0.76855,1.0695,-11.473,4.586,-1.4017e-15,2.9841
0.57148,1.1868,-11.473,4.5163,0.79635,2.9841
0.35739,1.2684,-11.473,4.3094,1.5685,2.9841
0.13234,1.3123,-11.473,3.9716,2.293,2.9841
-0.098036,1.317,-11.473,3.5131,2.9478,2.9841
-0.32695,1.2806,-11.472,2.9478,3.5131,2.9841
-0.54555,1.2035,-11.471,2.293,3.9716,2.9841
-0.74608,1.0894,-11.47,1.5685,4.3094,2.9841
0.69312,-0.27335,-8.0865,0.9311,-5.2805,2.3376
0,0,0,0.99848,-5.6626,2.3376
0.72911,-0.1494,-8.0864,1.8339,-5.0386,2.3376
0,0,0,1.9666,-5.4032,2.3376
0.74379,-0.021029,-8.0864,2.681,-4.6436,2.3376
0,0,0,2.875,-4.9796,2.3376
0.7368,0.10853,-8.0866,3.4466,-4.1075,2.3376
0,0,0,3.696,-4.4048,2.3376
0.70767,0.23578,-8.087,4.1075,-3.4466,2.3376
0,0,0,4.4048,-3.696,2.3376
0.65626,0.35621,-8.0875,4.6436,-2.681,2.3376
0,0,0,4.9796,-2.875,2.3376
0.58418,0.46514,-8.0878,5.0386,-1.8339,2.3376
0,0,0,5.4032,-1.9666,2.3376
0.49433,0.55918,-8.0878,5.2805,-0.9311,2.3376
0,0,0,5.6626,-0.99848,2.3376
0.38973,0.63598,-8.0877,5.362,-9.992e-16,2.3376
0,0,0,5.75,-8.8818e-16,2.3376
0.27357,0.69354,-8.0876,5.2805,0.9311,2.3376
0,0,0,5.6626,0.99848,2.3376
0.14928,0.73048,-8.0874,5.0386,1.8339,2.3376
0,0,0,5.4032,1.9666,2.3376
0.02015,0.746,-8.0872,4.6436,2.681,2.3376
0,0,0,4.9796,2.875,2.3376
-0.11043,0.73928,-8.087,4.1075,3.4466,2.3376
0,0,0,4.4048,3.696,2.3376
-0.23827,0.70954,-8.0869,3.4466,4.1075,2.3376
0,0,0,3.696,4.4048,2.3376
-0.35851,0.6573,-8.0869,2.681,4.6436,2.3376
0,0,0,2.875,4.9796,2.3376
-0.46694,0.58463,-8.0868,1.8339,5.0386,2.3376
0,0,0,1.9666,5.4032,2.3376
-0.56041,0.49434,-8.0867,0.9311,5.2805,2.3376
0,0,0,0.99848,5.6626,2.3376
1.3694,-0.59858,-11.603,0.86373,-4.8984,2.3376
-1.0864,1.0315,-11.604,0.86373,4.8984,2.3376
1.9888,-0.71346,-12.218,0.79635,-4.5163,2.3376
-1.6302,1.3515,-12.218,0.79635,4.5163,2.3376
2.5182,-0.52266,-11.069,0.72898,-4.1342,2.3376
-2.1938,1.3536,-11.069,0.72898,4.1342,2.3376
2.568,-0.079923,-11.069,1.4358,-3.9448,2.3376
2.5423,0.36361,-11.07,2.099,-3.6356,2.3376
2.4428,0.79709,-11.072,2.6984,-3.2159,2.3376
2.27,1.2109,-11.074,3.2159,-2.6984,2.3376
2.0242,1.591,-11.075,3.6356,-2.099,2.3376
1.7145,1.9207,-11.074,3.9448,-1.4358,2.3376
1.3538,2.1896,-11.073,4.1342,-0.72898,2.3376
0.95308,2.3913,-11.072,4.198,6.9389e-17,2.3376
0.524,2.5199,-11.072,4.1342,0.72898,2.3376
0.080514,2.5724,-11.073,3.9448,1.4358,2.3376
-0.36471,2.549,-11.074,3.6356,2.099,2.3376
-0.80181,2.4505,-11.074,3.2159,2.6984,2.3376
-1.2189,2.2751,-11.074,2.6984,3.2159,2.3376
-1.5987,2.027,-11.072,2.099,3.6356,2.3376
-1.9269,1.716,-11.07,1.4358,3.9448,2.3376
1.451,-0.35285,-11.603,1.7012,-4.674,2.3376
1.49,-0.096792,-11.604,2.487,-4.3076,2.3376
1.4853,0.1631,-11.604,3.1972,-3.8103,2.3376
1.436,0.41996,-11.605,3.8103,-3.1972,2.3376
1.3414,0.66499,-11.606,4.3076,-2.487,2.3376
1.2047,0.88872,-11.606,4.674,-1.7012,2.3376
1.0316,1.0841,-11.606,4.8984,-0.86373,2.3376
0.82772,1.2461,-11.606,4.974,-2.1372e-15,2.3376
0.59919,1.3703,-11.605,4.8984,0.86373,2.3376
0.3529,1.4535,-11.605,4.674,1.7012,2.3376
0.095535,1.494,-11.605,4.3076,2.487,2.3376
-0.16629,1.4897,-11.605,3.8103,3.1972,2.3376
-0.42446,1.4391,-11.605,3.1972,3.8103,2.3376
-0.66926,1.3431,-11.604,2.487,4.3076,2.3376
-0.89211,1.2055,-11.604,1.7012,4.674,2.3376
2.0803,-0.3591,-12.218,1.5685,-4.3094,2.3376
2.1107,0.0053058,-12.219,2.293,-3.9716,2.3376
2.0795,0.37063,-12.22,2.9478,-3.5131,2.3376
1.9856,0.72772,-12.221,3.5131,-2.9478,2.3376
1.8287,1.0645,-12.222,3.9716,-2.293,2.3376
1.6145,1.3674,-12.222,4.3094,-1.5685,2.3376
1.3517,1.627,-12.222,4.5163,-0.79635,2.3376
1.0487,1.8364,-12.221,4.586,-1.5682e-15,2.3376
0.71449,1.99,-12.221,4.5163,0.79635,2.3376
0.35945,2.0839,-12.221,4.3094,1.5685,2.3376
-0.0066062,2.1162,-12.221,3.9716,2.293,2.3376
-0.37474,2.0855,-12.221,3.5131,2.9478,2.3376
-0.73401,1.9898,-12.221,2.9478,3.5131,2.3376
-1.0705,1.831,-12.22,2.293,3.9716,2.3376
-1.3723,1.6155,-12.219,1.5685,4.3094,2.3376
1.1616,-0.41453,-9.2624,0.9311,-5.2805,1.7169
0,0,0,0.99848,-5.6626,1.7169
1.2147,-0.20731,-9.2624,1.8339,-5.0386,1.7169
0,0,0,1.9666,-5.4032,1.7169
1.2321,0.0060151,-9.2626,2.681,-4.6436,1.7169
0,0,0,2.875,-4.9796,1.7169
1.2132,0.21989,-9.2628,3.4466,-4.1075,1.7169
0,0,0,3.696,-4.4048,1.7169
1.1579,0.42846,-9.2632,4.1075,-3.4466,1.7169
0,0,0,4.4048,-3.696,1.7169
1.0662,0.62464,-9.2635,4.6436,-2.681,1.7169
0,0,0,4.9796,-2.875,1.7169
0.94113,0.80091,-9.2637,5.0386,-1.8339,1.7169
0,0,0,5.4032,-1.9666,1.7169
0.78736,0.95171,-9.2637,5.2805,-0.9311,1.7169
0,0,0,5.6626,-0.99848,1.7169
0.61011,1.0731,-9.2636,5.362,-1.4017e-15,1.7169
0,0,0,5.75,-1.3323e-15,1.7169
0.4148,1.1619,-9.2636,5.2805,0.9311,1.7169
0,0,0,5.6626,0.99848,1.7169
0.20728,1.2161,-9.2635,5.0386,1.8339,1.7169
0,0,0,5.4032,1.9666,1.7169
-0.0068332,1.2345,-9.2634,4.6436,2.681,1.7169
0,0,0,4.9796,2.875,1.7169
-0.22196,1.2161,-9.2633,4.1075,3.4466,1.7169
0,0,0,4.4048,3.696,1.7169
-0.43133,1.16,-9.2631,3.4466,4.1075,1.7169
0,0,0,3.696,4.4048,1.7169
-0.62719,1.0673,-9.2629,2.681,4.6436,1.7169
0,0,0,2.875,4.9796,1.7169
-0.80281,0.94156,-9.2627,1.8339,5.0386,1.7169
0,0,0,1.9666,5.4032,1.7169
-0.95297,0.78736,-9.2625,0.9311,5.2805,1.7169
0,0,0,0.99848,5.6626,1.7169
2.2826,-0.94823,-12.95,0.86373,-4.8984,1.7169
-1.826,1.6727,-12.95,0.86373,4.8984,1.7169
3.3033,-1.2176,-13.242,0.79635,-4.5163,1.7169
-2.6943,2.2752,-13.242,0.79635,4.5163,1.7169
4.1743,-1.0509,-11.553,0.72898,-4.1342,1.7169
-3.5708,2.4169,-11.553,0.72898,4.1342,1.7169
4.29,-0.31354,-11.553,1.4358,-3.9448,1.7169
4.2789,0.43106,-11.554,2.099,-3.6356,1.7169
4.1425,1.1639,-11.555,2.6984,-3.2159,1.7169
3.8818,1.8677,-11.556,3.2159,-2.6984,1.7169
3.4972,2.5198,-11.557,3.6356,-2.099,1.7169
3.0023,3.0922,-11.557,3.9448,-1.4358,1.7169
2.4176,3.5667,-11.556,4.1342,-0.72898,1.7169
1.7614,3.9314,-11.555,4.198,1.249e-16,1.7169
1.0528,4.1761,-11.556,4.1342,0.72898,1.7169
0.31503,4.2945,-11.556,3.9448,1.4358,1.7169
-0.43096,4.2863,-11.557,3.6356,2.099,1.7169
-1.1685,4.1514,-11.556,3.2159,2.6984,1.7169
-1.8771,3.8869,-11.556,2.6984,3.2159,1.7169
-2.5282,3.4991,-11.555,2.099,3.6356,1.7169
-3.0984,3.0031,-11.554,1.4358,3.9448,1.7169
2.4107,-0.53909,-12.95,1.7012,-4.674,1.7169
2.4674,-0.11416,-12.95,2.487,-4.3076,1.7169
2.4516,0.31544,-12.951,3.1972,-3.8103,1.7169
2.3617,0.73817,-12.951,3.8103,-3.1972,1.7169
2.1978,1.14,-12.952,4.3076,-2.487,1.7169
1.9651,1.5057,-12.952,4.674,-1.7012,1.7169
1.6728,1.8236,-12.952,4.8984,-0.86373,1.7169
1.3307,2.0852,-12.952,4.974,-2.5258e-15,1.7169
0.94897,2.2834,-12.952,4.8984,0.86373,1.7169
0.53939,2.4132,-12.952,4.674,1.7012,1.7169
0.11317,2.4718,-12.952,4.3076,2.487,1.7169
-0.31881,2.4566,-12.952,3.8103,3.1972,1.7169
-0.7433,2.3651,-12.951,3.1972,3.8103,1.7169
-1.1447,2.1994,-12.951,2.487,4.3076,1.7169
-1.5093,1.9657,-12.95,1.7012,4.674,1.7169
3.4619,-0.62809,-13.242,1.5685,-4.3094,1.7169
3.5182,-0.020722,-13.242,2.293,-3.9716,1.7169
3.471,0.58872,-13.243,2.9478,-3.5131,1.7169
3.3191,1.1846,-13.244,3.5131,-2.9478,1.7169
3.0625,1.7474,-13.245,3.9716,-2.293,1.7169
2.7099,2.255,-13.245,4.3094,-1.5685,1.7169
2.2756,2.6911,-13.245,4.5163,-0.79635,1.7169
1.7736,3.0442,-13.244,4.586,-1.9013e-15,1.7169
1.2189,3.3045,-13.244,4.5163,0.79635,1.7169
0.62895,3.4655,-13.244,4.3094,1.5685,1.7169
0.020059,3.5243,-13.245,3.9716,2.293,1.7169
-0.59291,3.4779,-13.244,3.5131,2.9478,1.7169
