"V:0","V:1","V:2","Points:0","Points:1","Points:2"
-0.91539,1.7107,-3.6213,-0.97507,2.4901,5.851
-1.2114,1.5363,-3.8483,-1.4255,2.3185,5.851
-1.4507,1.3082,-3.8219,-1.7899,2.0374,5.851
-1.6447,1.0927,-4.3571,-2.1638,1.8086,5.851
-1.7787,0.80687,-3.8389,-2.3322,1.3956,5.851
-1.8591,0.46894,-3.3443,-2.4397,0.93851,5.851
-1.9111,0.10529,-3.3147,-2.5673,0.45593,5.851
-1.9254,-0.23004,-3.6774,-2.6842,-0.0060473,5.851
-1.83,-0.56381,-3.3239,-2.5671,-0.4673,5.851
-1.6956,-0.90132,-3.3699,-2.4415,-0.94752,5.851
-1.5491,-1.1917,-3.8487,-2.3328,-1.398,5.851
-1.369,-1.4232,-4.3515,-2.1671,-1.8029,5.851
-1.1141,-1.6023,-3.7936,-1.7864,-2.0326,5.851
-0.82454,-1.7706,-3.8142,-1.4167,-2.3156,5.851
-0.49112,-1.8751,-3.6082,-0.97052,-2.489,5.851
-0.96739,1.4111,-1.2196,-0.97311,1.9498,5.851
-1.299,1.2354,-1.9228,-1.4588,1.8108,5.851
-1.5432,0.97161,-2.2074,-1.8362,1.518,5.851
-1.5661,0.56885,-0.77197,-1.8432,0.98949,5.851
-1.6017,0.13985,-0.42788,-1.9509,0.46401,5.851
-1.6646,-0.23519,-1.0631,-2.1362,-0.0029298,5.851
-1.4932,-0.5957,-0.41716,-1.9479,-0.46594,5.851
-1.3347,-0.99054,-0.74873,-1.8338,-0.99604,5.851
-1.2387,-1.3348,-2.1808,-1.826,-1.5215,5.851
-0.92379,-1.5347,-1.9122,-1.4456,-1.8186,5.851
-0.54023,-1.6252,-1.2383,-0.96571,-1.9579,5.851
-0.59639,-1.2851,0.76516,-0.96714,-1.439,5.851
-0.56401,-0.92311,2.4286,-0.85558,-0.96811,5.851
-0.74788,-0.59748,2.9216,-1.0011,-0.53695,5.851
-0.88887,-0.16961,3.1129,-1.072,-0.0021848,5.851
-0.92108,0.2836,2.8954,-1.0136,0.53216,5.851
-0.85395,0.66503,2.425,-0.86292,0.96336,5.851
-0.96812,1.0285,0.79159,-0.97,1.4296,5.851
-1.3319,0.86632,-0.31946,-1.4828,1.3159,5.851
-1.3616,-0.2228,1.0851,-1.6693,-0.00058168,5.851
-1.2024,-0.6362,1.1032,-1.5615,-0.52771,5.851
-1.0141,-1.2201,-0.30764,-1.4713,-1.3245,5.851
-0.94866,-0.90105,1.3121,-1.3113,-0.8934,5.851
-1.3504,0.21667,1.0593,-1.5745,0.52381,5.851
-1.1993,0.54319,1.2741,-1.3267,0.88851,5.851
0.20181,-1.315,-2.8715,-0.48921,-2.6135,5.0898
0.44033,-1.2594,-2.911,0,-2.6667,5.0898
0.22395,-1.0248,0.0068224,-0.48455,-2.0684,5.0898
0.45287,-0.95188,-0.034567,0,-2.1333,5.0898
0.19898,-0.74187,2.4426,-0.48149,-1.5346,5.0898
0.41171,-0.64288,2.4818,0,-1.6,5.0898
0.14743,-0.49335,4.2791,-0.42276,-1.0274,5.0898
0.31567,-0.37902,4.4197,0,-1.0667,5.0898
0.0031681,-0.33525,5.2677,-0.49174,-0.54023,5.0898
0.17109,-0.17251,5.6289,0,-0.53333,5.0898
-0.1711,-0.1706,5.6343,-0.52657,-0.002499,5.0898
6.9164e-09,1.7598e-08,6.0397,0,1.1102e-16,5.0898
-0.33594,0.022214,5.2645,-0.49877,0.53597,5.0898
-0.17109,0.17251,5.6289,0,0.53333,5.0898
-0.45431,0.24177,4.288,-0.42684,1.0228,5.0898
-0.31567,0.37902,4.4197,0,1.0667,5.0898
-0.58777,0.48895,2.4761,-0.48348,1.526,5.0898
-0.41171,0.64288,2.4818,0,1.6,5.0898
-0.65973,0.81231,0.041322,-0.49161,2.0599,5.0898
-0.45287,0.95188,-0.034567,0,2.1333,5.0898
-0.66853,1.1494,-2.8562,-0.49708,2.6092,5.0898
-0.44033,1.2594,-2.911,0,2.6667,5.0898
-0.86982,1.0182,-2.9626,-0.97149,2.4923,5.0898
-1.0452,0.87194,-3.2264,-1.4213,2.3233,5.0898
-1.1713,0.67903,-3.1629,-1.781,2.0398,5.0898
-1.2939,0.52996,-3.768,-2.1594,1.8045,5.0898
-1.3251,0.28576,-3.1877,-2.3325,1.3889,5.0898
-1.3087,0.028277,-2.6521,-2.4433,0.93418,5.0898
-1.2875,-0.22182,-2.6155,-2.5687,0.4553,5.0898
-1.2666,-0.44209,-3.0089,-2.682,-0.0063519,5.0898
-1.1314,-0.65764,-2.6222,-2.5679,-0.46596,5.0898
-0.99426,-0.86076,-2.6808,-2.4453,-0.94282,5.0898
-0.88037,-1.0342,-3.1982,-2.3328,-1.3916,5.0898
-0.7528,-1.179,-3.7638,-2.1627,-1.7993,5.0898
-0.51613,-1.2499,-3.1322,-1.7804,-2.0328,5.0898
-0.29695,-1.3236,-3.1871,-1.4128,-2.32,5.0898
-0.047325,-1.3361,-2.9518,-0.96539,-2.4926,5.0898
-0.84493,0.67584,-0.29066,-0.97346,1.9519,5.0898
-1.024,0.55002,-1.0934,-1.4622,1.8164,5.0898
-1.1358,0.3556,-1.3717,-1.8342,1.5203,5.0898
-1.0321,0.040138,0.19307,-1.8453,0.99488,5.0898
-0.95028,-0.22954,0.60075,-1.9471,0.47168,5.0898
-0.94514,-0.44998,-0.046986,-2.1242,-0.0028875,5.0898
-0.74013,-0.64257,0.62122,-1.9426,-0.47186,5.0898
-0.59283,-0.8427,0.21964,-1.8364,-1.0002,5.0898
-0.55226,-1.0519,-1.3382,-1.8237,-1.5232,5.0898
-0.31015,-1.1191,-1.0775,-1.4483,-1.8236,5.0898
-0.029126,-1.0828,-0.31791,-0.96634,-1.9612,5.0898
-0.047777,-0.83647,1.8652,-0.9682,-1.4425,5.0898
-0.053479,-0.60432,3.6599,-0.85837,-0.96763,5.0898
-0.21261,-0.48879,4.1712,-1.0071,-0.5369,5.0898
-0.38631,-0.31906,4.3846,-1.0739,-0.0022893,5.0898
-0.52691,-0.10339,4.1463,-1.0188,0.53157,5.0898
-0.59594,0.11712,3.658,-0.86618,0.96188,5.0898
-0.75675,0.35338,1.8933,-0.97249,1.4325,5.0898
-0.9459,0.243,0.65044,-1.4915,1.3227,5.0898
-0.68039,-0.42583,2.1847,-1.6789,5.1119e-06,5.0898
-0.51085,-0.61224,2.1819,-1.5779,-0.5248,5.0898
-0.34563,-0.91446,0.65999,-1.481,-1.3311,5.0898
-0.30942,-0.69878,2.4168,-1.3272,-0.89201,5.0898
-0.77897,-0.1886,2.1352,-1.5903,0.52149,5.0898
-0.77005,0.01618,2.3812,-1.3413,0.88688,5.0898
0.70588,-0.59628,-2.3588,-0.48674,-2.6151,4.3591
0.80208,-0.46193,-2.3948,0,-2.6667,4.3591
0.75915,-0.31258,0.65186,-0.48454,-2.0698,4.3591
0.81204,-0.13592,0.61595,0,-2.1333,4.3591
0.71873,-0.1438,3.1332,-0.48153,-1.5363,4.3591
0.72761,0.081985,3.1798,0,-1.6,4.3591
0.58412,-0.069389,4.9771,-0.42238,-1.0275,4.3591
0.55127,0.16187,5.1167,0,-1.0667,4.3591
0.38761,-0.16491,5.9513,-0.49329,-0.54062,4.3591
0.29657,0.11442,6.3093,0,-0.53333,4.3591
0.11247,-0.29374,6.3142,-0.52674,-0.0023653,4.3591
9.9529e-09,3.4811e-08,6.7119,0,0,4.3591
-0.19653,-0.37687,5.9492,-0.49998,0.53604,4.3591
-0.29657,-0.11442,6.3093,0,0.53333,4.3591
-0.46405,-0.36668,4.9884,-0.42708,1.0219,4.3591
-0.55127,-0.16187,5.1167,0,1.0667,4.3591
-0.6708,-0.29769,3.1677,-0.48461,1.5272,4.3591
-0.72761,-0.081986,3.1798,0,1.6,4.3591
-0.81968,-0.063112,0.68597,-0.49173,2.0616,4.3591
-0.81204,0.13592,0.61595,0,2.1333,4.3591
-0.87351,0.2986,-2.345,-0.49479,2.6113,4.3591
-0.80208,0.46193,-2.3948,0,2.6667,4.3591
-0.91438,0.14636,-2.4536,-0.96777,2.4947,4.3591
-0.93462,0.012542,-2.7393,-1.4176,2.3273,4.3591
-0.91476,-0.15265,-2.6463,-1.7739,2.0426,4.3591
-0.92686,-0.23526,-3.2921,-2.1553,1.8031,4.3591
-0.8264,-0.43023,-2.6764,-2.3326,1.3844,4.3591
-0.68643,-0.59469,-2.1273,-2.4467,0.93063,4.3591
-0.56043,-0.71691,-2.0802,-2.5695,0.45431,4.3591
-0.47262,-0.8014,-2.4877,-2.6805,-0.0057053,4.3591
-0.27785,-0.87478,-2.0884,-2.5688,-0.46579,4.3591
-0.11628,-0.91381,-2.1546,-2.4477,-0.94034,4.3591
-0.017467,-0.93512,-2.6942,-2.3336,-1.3881,4.3591
0.066951,-0.95497,-3.281,-2.1587,-1.7961,4.3591
0.28358,-0.88876,-2.6101,-1.7745,-2.0336,4.3591
0.42664,-0.83359,-2.6986,-1.4096,-2.3238,4.3591
0.58066,-0.72236,-2.4457,-0.96101,-2.4958,4.3591
-0.80308,-0.2179,0.33973,-0.97372,1.9544,4.3591
-0.7887,-0.31736,-0.51443,-1.4653,1.8212,4.3591
-0.72987,-0.45041,-0.77164,-1.8324,1.5227,4.3591
-0.47708,-0.66222,0.83289,-1.8475,0.99977,4.3591
-0.24209,-0.75916,1.2802,-1.9437,0.47907,4.3591
-0.12422,-0.80379,0.66914,-2.1116,-0.00045936,4.3591
0.13659,-0.79569,1.3073,-1.9386,-0.47727,4.3591
0.30636,-0.7687,0.86362,-1.8385,-1.0041,4.3591
0.31989,-0.80267,-0.73379,-1.8218,-1.5249,4.3591
0.48964,-0.7028,-0.49717,-1.4514,-1.8281,4.3591
0.65667,-0.50696,0.30766,-0.96649,-1.9643,4.3591
0.64841,-0.39398,2.539,-0.96945,-1.4462,4.3591
0.56751,-0.31888,4.3532,-0.86195,-0.96732,4.3591
0.4059,-0.44404,4.8549,-1.0125,-0.53639,4.3591
0.15508,-0.55588,5.076,-1.0756,-0.00217,4.3591
-0.13423,-0.59179,4.8324,-1.0235,0.53068,4.3591
-0.37714,-0.53505,4.354,-0.87005,0.96047,4.3591
-0.60681,-0.45631,2.5684,-0.97476,1.4355,4.3591
-0.57793,-0.54686,1.271,-1.4991,1.3287,4.3591
0.078622,-0.75512,2.8407,-1.688,0.00066123,4.3591
0.29554,-0.68994,2.8192,-1.5926,-0.52236,4.3591
0.48812,-0.64807,1.2795,-1.4889,-1.3368,4.3591
0.46135,-0.56526,3.0613,-1.3423,-0.891,4.3591
-0.16684,-0.73206,2.7735,-1.6043,0.51967,4.3591
-0.33959,-0.64702,3.0298,-1.3552,0.88571,4.3591
1.413,0.038272,-2.0528,-0.48456,-2.6166,3.6576
1.3804,0.28938,-2.0837,0,-2.6667,3.6576
1.4736,0.30123,0.94688,-0.48439,-2.0711,3.6576
1.3684,0.62465,0.91822,0,-2.1333,3.6576
1.3759,0.35402,3.3466,-0.48125,-1.5381,3.6576
1.2038,0.75108,3.3978,0,-1.6,3.6576
1.1108,0.26713,5.0974,-0.42254,-1.0277,3.6576
0.89876,0.65734,5.2289,0,-1.0667,3.6576
0.80879,-0.07257,6.0044,-0.49491,-0.54074,3.6576
0.47924,0.37619,6.3384,0,-0.53333,3.6576
0.37141,-0.47359,6.343,-0.5267,-0.0022019,3.6576
8.3483e-09,5.2743e-08,6.7099,0,0,3.6576
-0.13548,-0.80534,6.0036,-0.5011,0.53584,3.6576
-0.47924,-0.37619,6.3384,0,0.53333,3.6576
-0.59731,-0.97675,5.1102,-0.42784,1.021,3.6576
-0.89876,-0.65734,5.2289,0,1.0667,3.6576
-0.92324,-1.0807,3.3799,-0.48551,1.5287,3.6576
-1.2038,-0.75108,3.3978,0,1.6,3.6576
-1.1839,-0.93033,0.97916,-0.49167,2.0633,3.6576
-1.3684,-0.62465,0.91822,0,2.1333,3.6576
-1.3013,-0.54632,-2.0402,-0.49264,2.613,3.6576
-1.3804,-0.28938,-2.0837,0,2.6667,3.6576
-1.1801,-0.76032,-2.148,-0.96413,2.4971,3.6576
-1.0351,-0.92221,-2.439,-1.4145,2.3301,3.6576
-0.85434,-1.0942,-2.3249,-1.768,2.0446,3.6576
-0.7306,-1.1407,-2.9813,-2.1516,1.8013,3.6576
-0.475,-1.3085,-2.3571,-2.3319,1.3813,3.6576
-0.18348,-1.4006,-1.8204,-2.4499,0.92768,3.6576
0.081669,-1.4158,-1.7673,-2.5708,0.45425,3.6576
0.27644,-1.3783,-2.1621,-2.6784,-0.005125,3.6576
0.56695,-1.3125,-1.7738,-2.5697,-0.46601,3.6576
0.79366,-1.1868,-1.8481,-2.4506,-0.93841,3.6576
0.91836,-1.0463,-2.38,-2.3339,-1.385,3.6576
0.99371,-0.92308,-2.9673,-2.1551,-1.7935,3.6576
1.2163,-0.70068,-2.2853,-1.769,-2.0346,3.6576
1.311,-0.4919,-2.4021,-1.4068,-2.3271,3.6576
1.3921,-0.22705,-2.1427,-0.95717,-2.4986,3.6576
-0.96521,-1.1521,0.63529,-0.9739,1.9569,3.6576
-0.74634,-1.2752,-0.21718,-1.4677,1.8238,3.6576
-0.49881,-1.3848,-0.45391,-1.8309,1.5253,3.6576
-0.066412,-1.5128,1.1168,-1.8494,1.0039,3.6576
0.36204,-1.4636,1.5771,-1.941,0.48485,3.6576
0.6387,-1.3527,1.0253,-2.1008,0.0010727,3.6576
1.0032,-1.1414,1.6076,-1.9353,-0.48199,3.6576
1.2519,-0.89086,1.1558,-1.8389,-1.0074,3.6576
1.2861,-0.74432,-0.41374,-1.8205,-1.5267,3.6576
1.4193,-0.45582,-0.19832,-1.4542,-1.8298,3.6576
1.4979,-0.067394,0.60118,-0.96647,-1.9673,3.6576
1.4566,-0.093191,2.7702,-0.97142,-1.4486,3.6576
1.2567,-0.16212,4.5066,-0.86457,-0.96701,3.6576
1.042,-0.52873,4.9752,-1.0159,-0.53608,3.6576
0.65272,-0.90666,5.1863,-1.0773,-0.0019545,3.6576
0.16559,-1.1658,4.9526,-1.0277,0.5296,3.6576
-0.28769,-1.2386,4.5114,-0.87249,0.95887,3.6576
-0.62879,-1.3173,2.8014,-0.97682,1.4372,3.6576
-0.37542,-1.4447,1.5274,-1.5042,1.3326,3.6576
0.78446,-1.2552,3.0402,-1.6963,0.0009954,3.6576
1.1069,-0.94896,3.0174,-1.6023,-0.52074,3.6576
1.4102,-0.55925,1.5344,-1.4945,-1.3405,3.6576
1.2832,-0.60048,3.253,-1.3516,-0.89045,3.6576
0.34864,-1.4169,2.9758,-1.6134,0.51804,3.6576
-0.032946,-1.4164,3.2122,-1.3683,0.8844,3.6576
2.3807,0.41879,-1.9075,-0.48397,-2.6168,2.9841
2.262,0.83785,-1.9376,0,-2.6667,2.9841
2.4039,0.6884,0.95364,-0.48397,-2.0727,2.9841
2.1871,1.2127,0.9333,0,-2.1333,2.9841
2.1884,0.66096,3.1552,-0.48118,-1.5397,2.9841
1.883,1.284,3.2068,0,-1.6,2.9841
1.7318,0.45779,4.716,-0.42301,-1.0278,2.9841
1.3825,1.0574,4.8322,0,-1.0667,2.9841
1.2548,-0.093405,5.5054,-0.49618,-0.54079,2.9841
0.72968,0.58872,5.795,0,-0.53333,2.9841
0.58199,-0.72079,5.799,-0.5267,-0.0020252,2.9841
1.4252e-08,6.0538e-08,6.1138,0,-2.2204e-16,2.9841
-0.18663,-1.2495,5.5052,-0.50239,0.53547,2.9841
-0.72968,-0.58872,5.795,0,0.53333,2.9841
-0.89778,-1.5506,4.729,-0.42861,1.0204,2.9841
-1.3825,-1.0574,4.8322,0,1.0667,2.9841
-1.411,-1.7964,3.1856,-0.48633,1.53,2.9841
-1.883,-1.284,3.2068,0,1.6,2.9841
-1.8426,-1.691,0.98323,-0.49154,2.065,2.9841
-2.1871,-1.2127,0.9333,0,2.1333,2.9841
-2.0657,-1.2472,-1.9011,-0.49059,2.6146,2.9841
-2.262,-0.83785,-1.9376,0,2.6667,2.9841
-1.8053,-1.5851,-2.006,-0.9608,2.4995,2.9841
-1.507,-1.8389,-2.2916,-1.4114,2.3325,2.9841
-1.161,-2.0803,-2.1701,-1.765,2.0461,2.9841
-0.89115,-2.1487,-2.8086,-2.1482,1.7996,2.9841
-0.45373,-2.3439,-2.1976,-2.3315,1.3784,2.9841
0.026665,-2.416,-1.6877,-2.4528,0.9255,2.9841
0.47411,-2.3765,-1.6296,-2.572,0.45465,2.9841
0.82368,-2.2598,-1.9972,-2.6761,-0.0047047,2.9841
1.2687,-2.0814,-1.6309,-2.5701,-0.46583,2.9841
1.6227,-1.8142,-1.713,-2.453,-0.93682,2.9841
1.8335,-1.5257,-2.2224,-2.3339,-1.3824,2.9841
1.9574,-1.2597,-2.7958,-2.1519,-1.7918,2.9841
2.2438,-0.86294,-2.1238,-1.7641,-2.0361,2.9841
2.3494,-0.48153,-2.2531,-1.4043,-2.3287,2.9841
2.4128,-0.027922,-2.0031,-0.95379,-2.5013,2.9841
-1.4456,-2.0481,0.65897,-0.97417,1.9591,2.9841
-1.0404,-2.2647,-0.15559,-1.4697,1.8265,2.9841
-0.59728,-2.4175,-0.36469,-1.8296,1.5277,2.9841
0.066191,-2.5124,1.109,-1.851,1.0075,2.9841
0.74075,-2.3722,1.5539,-1.9387,0.49004,2.9841
1.2257,-2.1597,1.0609,-2.0948,0.0032019,2.9841
1.7702,-1.7639,1.5842,-1.9329,-0.48616,2.9841
2.1718,-1.3202,1.1518,-1.8394,-1.0104,2.9841
2.2902,-1.0221,-0.32331,-1.8193,-1.5282,2.9841
2.4528,-0.52973,-0.13809,-1.4567,-1.832,2.9841
2.5021,0.096496,0.6246,-0.96655,-1.9699,2.9841
2.3684,-0.036016,2.6275,-0.973,-1.4512,2.9841
1.9958,-0.20307,4.1909,-0.86764,-0.96687,2.9841
1.6588,-0.79352,4.6031,-1.0193,-0.53564,2.9841
1.0567,-1.3971,4.7903,-1.0794,-0.0017833,2.9841
0.31121,-1.8259,4.5822,-1.0317,0.52852,2.9841
-0.39289,-1.9713,4.1972,-0.87606,0.95749,2.9841
-0.91399,-2.1827,2.6581,-0.97856,1.4392,2.9841
-0.46198,-2.4234,1.4731,-1.5093,1.3362,2.9841
1.3474,-1.9733,2.8612,-1.7034,0.0011098,2.9841
1.8505,-1.4614,2.8354,-1.6112,-0.5195,2.9841
2.3783,-0.76646,1.4812,-1.4993,-1.3439,2.9841
2.107,-0.88921,3.0483,-1.3608,-0.88997,2.9841
0.66689,-2.2644,2.7958,-1.6227,0.51657,2.9841
0.053884,-2.2881,3.0055,-1.3798,0.8832,2.9841
3.6959,0.44669,-1.7809,-0.48272,-2.6176,2.3376
3.5508,1.1012,-1.8069,0,-2.6667,2.3376
3.6076,0.79423,0.8106,-0.48359,-2.0742,2.3376
3.3363,1.5878,0.79778,0,-2.1333,2.3376
3.1856,0.74264,2.6765,-0.48117,-1.5413,2.3376
2.8028,1.6572,2.7231,0,-1.6,2.3376
2.4569,0.47914,3.9405,-0.42372,-1.028,2.3376
2.0188,1.345,4.0335,0,-1.0667,2.3376
1.7226,-0.24306,4.5603,-0.49722,-0.54074,2.3376
1.0535,0.74213,4.7856,0,-0.53333,2.3376
0.73448,-1.0409,4.7885,-0.52687,-0.0018803,2.3376
5.9655e-09,6.1077e-08,5.0311,0,-2.2204e-16,2.3376
-0.36594,-1.7062,4.5603,-0.50357,0.53504,2.3376
-1.0535,-0.74213,4.7856,0,0.53333,2.3376
-1.3886,-2.0799,3.9519,-0.42966,1.0198,2.3376
-2.0188,-1.345,4.0335,0,1.0667,2.3376
-2.1783,-2.4335,2.7017,-0.48696,1.5314,2.3376
-2.8028,-1.6572,2.7231,0,1.6,2.3376
-2.8715,-2.3215,0.83604,-0.49136,2.0666,2.3376
-3.3363,-1.5878,0.79778,0,2.1333,2.3376
-3.2837,-1.7419,-1.7774,-0.48865,2.6161,2.3376
-3.5508,-1.1012,-1.8069,0,2.6667,2.3376
-2.9178,-2.2862,-1.8761,-0.95775,2.5016,2.3376
-2.489,-2.7155,-2.1495,-1.409,2.3348,2.3376
-1.9724,-3.1134,-2.0224,-1.7616,2.0475,2.3376
-1.5561,-3.2808,-2.6312,-2.1454,1.7978,2.3376
-0.89176,-3.5838,-2.0485,-2.3313,1.3759,2.3376
-0.16464,-3.7096,-1.5766,-2.4553,0.92389,2.3376
0.52433,-3.685,-1.5121,-2.5725,0.4552,2.3376
1.0861,-3.5503,-1.8454,-2.674,-0.0042464,2.3376
1.7707,-3.2942,-1.5119,-2.5706,-0.46602,2.3376
2.3341,-2.9186,-1.5965,-2.4549,-0.93549,2.3376
2.7058,-2.5102,-2.0724,-2.3338,-1.3802,2.3376
2.9543,-2.1136,-2.6199,-2.149,-1.7904,2.3376
3.391,-1.509,-1.9738,-1.7596,-2.0373,2.3376
3.588,-0.93367,-2.1113,-1.402,-2.3304,2.3376
3.712,-0.24009,-1.8749,-0.95087,-2.5036,2.3376
-2.3291,-2.8985,0.5503,-0.97427,1.9612,2.3376
-1.771,-3.295,-0.18325,-1.4715,1.8293,2.3376
-1.1246,-3.5764,-0.35714,-1.8285,1.5301,2.3376
-0.14616,-3.7011,0.94524,-1.8527,1.0108,2.3376
0.84498,-3.5323,1.3411,-1.9371,0.49473,2.3376
1.6016,-3.288,0.93295,-2.0888,0.0047567,2.3376
2.4211,-2.7303,1.3685,-1.9312,-0.48978,2.3376
3.0648,-2.1337,0.98715,-1.8403,-1.013,2.3376
3.3436,-1.7373,-0.31689,-1.8184,-1.5296,2.3376
3.6204,-1.0188,-0.16792,-1.459,-1.8343,2.3376
3.716,-0.087083,0.51786,-0.96663,-1.9724,2.3376
3.4071,-0.27007,2.2339,-0.9743,-1.4539,2.3376
2.7893,-0.47349,3.5175,-0.87101,-0.96687,2.3376
2.2485,-1.2645,3.8468,-1.0227,-0.53516,2.3376
1.3493,-2.0446,3.9966,-1.0816,-0.0016887,2.3376
0.2767,-2.5832,3.8295,-1.0355,0.52748,2.3376
-0.72439,-2.7374,3.5235,-0.88016,0.95631,2.3376
-1.5158,-3.0562,2.2606,-0.9802,1.4413,2.3376
-0.90673,-3.5066,1.2442,-1.5142,1.3394,2.3376
1.7399,-2.9541,2.4227,-1.7099,0.0011812,2.3376
2.5122,-2.2772,2.3957,-1.6195,-0.51843,2.3376
3.406,-1.34,1.2535,-1.5036,-1.347,2.3376
2.9313,-1.4803,2.5695,-1.3699,-0.88955,2.3376
0.74837,-3.3118,2.3599,-1.6318,0.51525,2.3376
-0.12503,-3.2873,2.5307,-1.3905,0.88216,2.3376
5.4832,0.16232,-1.4467,-0.48126,-2.6187,1.7169
5.3616,1.1405,-1.4671,0,-2.6667,1.7169
5.1482,0.65036,0.65399,-0.48323,-2.0756,1.7169
4.8708,1.7954,0.64754,0,-2.1333,1.7169
4.3832,0.5988,2.0113,-0.48114,-1.5428,1.7169
3.9773,1.8742,2.0473,0,-1.6,1.7169
3.2773,0.31723,2.8775,-0.42458,-1.0281,1.7169
2.8046,1.5035,2.9406,0,-1.0667,1.7169
2.1953,-0.53048,3.2867,-0.49817,-0.54062,1.7169
1.4458,0.82243,3.4347,0,-0.53333,1.7169
0.81429,-1.429,3.4356,-0.52712,-0.0017799,1.7169
1.133e-08,5.4475e-08,3.5935,0,-2.2204e-16,1.7169
-0.6823,-2.1596,3.2867,-0.50467,0.53458,1.7169
-1.4458,-0.82243,3.4347,0,0.53333,1.7169
-2.0742,-2.5502,2.8856,-0.43095,1.0193,1.7169
-2.8046,-1.5035,2.9406,0,1.0667,1.7169
-3.2398,-2.9997,2.0289,-0.48746,1.5327,1.7169
-3.9773,-1.8742,2.0473,0,1.6,1.7169
-4.3141,-2.8774,0.6732,-0.49109,2.0681,1.7169
-4.8708,-1.7954,0.64754,0,2.1333,1.7169
-5.0564,-2.1107,-1.4446,-0.48683,2.6175,1.7169
-5.3616,-1.1405,-1.4671,0,2.6667,1.7169
-4.6044,-2.9599,-1.5301,-0.95501,2.5036,1.7169
-4.0566,-3.6617,-1.7752,-1.4069,2.3368,1.7169
-3.3401,-4.3141,-1.6484,-1.7582,2.0489,1.7169
-2.7733,-4.6667,-2.2001,-2.1429,1.7961,1.7169
-1.8004,-5.1634,-1.675,-2.3312,1.3739,1.7169
-0.73801,-5.4099,-1.2654,-2.4575,0.92272,1.7169
0.27512,-5.4599,-1.2011,-2.573,0.45592,1.7169
1.1251,-5.3646,-1.4836,-2.6721,-0.0038093,1.7169
2.1556,-5.0474,-1.2004,-2.5711,-0.46638,1.7169
3.0255,-4.5806,-1.2786,-2.4565,-0.9344,1.7169
3.6453,-4.0727,-1.6948,-2.3337,-1.3783,1.7169
4.0999,-3.558,-2.197,-2.1483,-1.7889,1.7169
4.7896,-2.6701,-1.6025,-1.7556,-2.0384,1.7169
5.1618,-1.8618,-1.7408,-1.3998,-2.3322,1.7169
5.422,-0.84815,-1.5306,-0.94828,-2.5057,1.7169
-3.6499,-3.7744,0.45287,-0.97428,1.9633,1.7169
-2.9637,-4.4616,-0.12983,-1.4732,1.832,1.7169
-2.0854,-4.9637,-0.25393,-1.8277,1.5323,1.7169
-0.68838,-5.143,0.76334,-1.8532,1.0137,1.7169
0.69919,-4.9925,1.0642,-1.936,0.49894,1.7169
1.8115,-4.7863,0.77192,-2.0831,0.0059217,1.7169
3.0048,-4.0731,1.0851,-1.9301,-0.493,1.7169
3.995,-3.357,0.79456,-1.8413,-1.0152,1.7169
4.5475,-2.9121,-0.21901,-1.8178,-1.531,1.7169
5.0207,-1.9255,-0.11766,-1.4612,-1.8366,1.7169
5.2172,-0.60019,0.42626,-0.96673,-1.9748,1.7169
4.599,-0.79776,1.6943,-0.97543,-1.4566,1.7169
3.6303,-0.98379,2.5889,-0.87457,-0.96696,1.7169
2.7952,-1.9483,2.8106,-1.026,-0.5347,1.7169
1.5126,-2.8467,2.9112,-1.0838,-0.0016642,1.7169
0.045224,-3.427,2.8011,-1.0371,0.52649,1.7169
-1.2933,-3.5332,2.5932,-0.8845,0.95531,1.7169
-2.4483,-3.9616,1.7135,-0.98184,1.4435,1.7169
-1.7152,-4.7521,0.96555,-1.5189,1.3425,1.7169
1.9731,-4.2159,1.8317,-1.7141,0.0012154,1.7169
3.1079,-3.414,1.8031,-1.6274,-0.51744,1.7169
4.5494,-2.291,0.9747,-1.5077,-1.3499,1.7169
3.7686,-2.3875,1.9223,-1.3786,-0.88922,1.7169
0.59644,-4.588,1.7753,-1.6405,0.51406,1.7169
-0.57867,-4.4339,1.8987,-1.3972,0.88121,1.7169
7.8783,-0.23654,-0.79454,-0.47978,-2.6198,1.1211
7.7919,1.1754,-0.80828,0,-2.6667,1.1211
7.0257,0.27262,0.4877,-0.48288,-2.077,1.1211
6.7872,1.8513,0.48675,0,-2.1333,1.1211
5.7259,0.17467,1.2177,-0.48109,-1.5443,1.1211
5.3702,1.8657,1.24,0,-1.6,1.1211
4.1303,-0.086617,1.6579,-0.42556,-1.0283,1.1211
3.7053,1.457,1.691,0,-1.0667,1.1211
2.6122,-0.98202,1.8587,-0.49908,-0.54045,1.1211
1.8872,0.78473,1.9337,0,-0.53333,1.1211
0.77535,-1.8671,1.9316,-0.52768,-0.0017261,1.1211
3.2884e-09,4.4332e-08,2.0117,0,-2.2204e-16,1.1211
-1.1598,-2.5481,1.8589,-0.5053,0.53411,1.1211
-1.8872,-0.78473,1.9337,0,0.53333,1.1211
-2.9532,-2.8781,1.6622,-0.4325,1.0189,1.1211
-3.7053,-1.457,1.691,0,1.0667,1.1211
-4.5846,-3.4189,1.2267,-0.48794,1.5341,1.1211
-5.3702,-1.8657,1.24,0,1.6,1.1211
-6.165,-3.3712,0.49857,-0.49076,2.0696,1.1211
-6.7872,-1.8513,0.48675,0,2.1333,1.1211
